YFL021W	YDR520C	YCR096C	YML113W	YJL110C	YCR040W	YKR034W	YPR199C	YER040W	YDL170W	YCR039C	YGL001C	YER190W	YDR084C	YER189W	YIR029W	YDL210W	YCR041W	YMR193W	YHR091C	YNL338W	YDR544C	YDR545W	YNL339C	YCR018CA	YCR019W	YNL337W	YER002W	YGR019W	YEL063C	YKR039W	YBL109W	YBL112C	YHR156C	YHR157W	YBL113C	YLR023C	YDR041W	YBL111C	YLR467W	YLR465C	YLR463C	YDR040C	YDR543C	YDR210WD	YCR105W	YNR068C	YBL018C	YNL143C	YHR037W	YBR006W	YIR005W	YDR210W	YIR032C	YNL142W	YBR208C	YMR257C	YHR029C	YOR348C	YOR375C	YBR102C	YIR028W	YBR166C	YBR103W	YLR082C	YLR142W	YHL016C	YKL178C	YMR098C	YIR031C	YJR110W	YJR109C	YMR087W	YMR086CA	YKR093W	YDR067C	YDR068W	YJL088W	YDR522C	YDR317W	YGR072W	YGR071C	YDR473C	YLR047C	YLR048W	YOL159C	YGR296W	YNL241C	YLL065W	YJR044C	YJR011C	YMR258C	YLR439W	YLL048C	YKL049C	YDR319C	YOR102W	YLR054C	YAL025C	YOL042W
0.6513583	0.6412354	0.4218013	0.5455358	0.1711001	0.3779005	0.1500219	0.2917250	0.4745247	0.6467577	0.3755353	0.2448112	0.5855422	0.7113592	0.4297522	0.6012926	0.5968173	0.1408572	0.3832511	0.0002130	0.0040468	0.0566665	0.0038895	0.5353555	0.6052318	0.5609456	0.5118576	0.1394666	0.3443468	0.4070442	0.5007088	0.2143891	0.0126751	0.2899990	0.3614845	0.0004359	0.2051067	0.6168122	0.4316989	0.2002422	0.6256128	0.0267980	0.5939375	0.2286979	0.6555757	0.2304305	0.4990023	0.0004818	0.1050688	0.0175011	0.3188634	0.3097722	0.0146721	0.0190313	0.5339699	0.5382568	0.6808912	0.6545738	0.3066519	0.5617165	0.1409588	0.5276273	0.7169502	0.3960572	0.7555441	0.5745260	0.1566848	0.0043839	0.3446609	0.1628763	0.1604906	0.6254500	0.4210713	0.3111643	0.0359208	0.6848045	0.0000000	0.0002095	0.0866466	0.1522775	0.7989011	0.4382593	0.5757565	0.3488229	0.2027848	0.1829367	0.0000234	0.2377127	0.5744451	0.4131125	0.0037241	0.0865046	0.0061821	0.2115041	0.5931552	0.4948484	0.5437230	0.5143736	0.4849218	0.7397784
0.0000000	0.4148359	0.6168910	0.6129568	0.0078015	0.5073540	0.1538915	0.2854231	0.0000000	0.6411271	0.7040279	0.5487963	0.6359536	0.0000000	0.0000000	0.4905394	0.3450942	0.0146248	0.0000000	0.0000257	0.4238627	0.0590997	0.0031499	0.2708566	0.0000000	0.0000000	0.6907727	0.5718603	0.0103965	0.2998781	0.8637781	0.0000000	0.2362339	0.6200041	0.1861301	0.6017110	0.4257755	0.0000000	0.7673201	0.6111568	0.3430042	0.4454280	0.7371215	0.8531776	0.0422756	0.1424854	0.5865075	0.0000182	0.6822371	0.0000000	0.3270408	0.3382786	0.4803454	0.4266740	0.0000000	0.0000000	0.4307486	0.0000000	0.5680629	0.3160946	0.3736408	0.6407391	0.0036811	0.6365920	0.8081569	0.1742467	0.0000000	0.7168476	0.2652481	0.0000000	0.4584662	0.5114384	0.6239801	0.0077369	0.0000000	0.6897384	0.1169835	0.5713484	0.7035035	0.1557109	0.0000000	0.0280350	0.3791061	0.0997435	0.8173613	0.6368206	0.0067129	0.2631421	0.0023035	0.5727249	0.3130090	0.0193843	0.0009321	0.7035092	0.7457649	0.5917611	0.0000000	0.4589376	0.4267581	0.6852988
0.7777874	0.6357686	0.4611163	0.5496861	0.7236254	0.6794502	0.4354531	0.6974181	0.4229709	0.1360557	0.5320174	0.6289756	0.0607392	0.5413250	0.0114845	0.6116427	0.0861664	0.0278484	0.3884597	0.3784096	0.1069775	0.0018807	0.3157212	0.3925726	0.6577125	0.6596000	0.3908126	0.0232791	0.5893988	0.3506813	0.0025745	0.0188485	0.2427244	0.1330386	0.4475830	0.5088463	0.7517952	0.4283363	0.0900190	0.5394217	0.5826536	0.2101350	0.5338504	0.6857612	0.5934952	0.6170488	0.1308499	0.2762091	0.0058358	0.3400634	0.5778883	0.2856333	0.1536867	0.4147038	0.7433126	0.1781984	0.4438095	0.5311841	0.2101058	0.1559974	0.0012790	0.0000000	0.6933589	0.0382928	0.5811165	0.2474917	0.0289902	0.6142425	0.6340224	0.3083228	0.1307606	0.5334442	0.5256367	0.2059741	0.0820310	0.5825778	0.0000000	0.1302606	0.0353735	0.0000000	0.2288866	0.4150629	0.1139937	0.6109686	0.5403030	0.2098720	0.0220933	0.4295670	0.2217750	0.2961383	0.0384317	0.1524736	0.0499271	0.0074310	0.7102549	0.6000820	0.6257571	0.3883652	0.1324191	0.1403437
0.6391250	0.7118365	0.6728964	0.6615756	0.4695716	0.7834761	0.6559454	0.5734558	0.0158115	0.7489094	0.5293254	0.2211448	0.3381762	0.4821828	0.4614925	0.2159804	0.0007583	0.0054526	0.6455629	0.3107779	0.1208856	0.0001199	0.4651966	0.4416841	0.3941631	0.6611467	0.0937662	0.1891079	0.4647601	0.8361447	0.5165280	0.0949874	0.1150295	0.0000000	0.5064696	0.5629891	0.1951972	0.1357930	0.3988525	0.3697730	0.6501118	0.1026094	0.4174029	0.3572948	0.0790984	0.5626756	0.5314310	0.2975700	0.3651627	0.3589355	0.0669956	0.7135367	0.4561991	0.0040806	0.1269286	0.6226648	0.6347502	0.7627453	0.0091786	0.5221280	0.5599243	0.0898804	0.6321826	0.5809172	0.5939943	0.1597135	0.2596815	0.0080232	0.7618695	0.5125150	0.4463960	0.1737601	0.6129200	0.4476350	0.1638333	0.7003076	0.0892640	0.1565195	0.3250875	0.4092196	0.8048880	0.5618501	0.2864334	0.0045391	0.3273193	0.3793780	0.0290249	0.6594570	0.7619621	0.1284804	0.0204818	0.0000000	0.7661754	0.0076551	0.2868450	0.5616356	0.5831351	0.5257472	0.0645271	0.2176161
0.7460630	0.6151159	0.2340797	0.8018808	0.8126284	0.4766016	0.5838754	0.7354440	0.3362223	0.5429866	0.3329687	0.2378117	0.1580481	0.1181851	0.0639405	0.2631329	0.6409416	0.0824808	0.6679074	0.0008549	0.2742770	0.0004848	0.5959565	0.5553971	0.4079948	0.6585174	0.4771833	0.1714741	0.5915302	0.1770596	0.0320886	0.0000000	0.0417894	0.3633893	0.6427715	0.6538509	0.2091929	0.3158230	0.6060054	0.0640289	0.6363031	0.1524455	0.6051353	0.4910621	0.0998757	0.5380155	0.6010393	0.0007772	0.0972049	0.5900597	0.1171891	0.5482876	0.0870540	0.5422395	0.5179588	0.6297811	0.4930504	0.6657534	0.5555818	0.0902839	0.2067480	0.3725288	0.2375241	0.5175074	0.6773721	0.5864605	0.0060527	0.0005489	0.0965784	0.4075048	0.1757125	0.5167646	0.7999084	0.4123131	0.0098715	0.5389964	0.0443567	0.0668431	0.0131403	0.5021376	0.6540724	0.5881015	0.5316733	0.1389725	0.3677208	0.2200714	0.0194508	0.5799730	0.5952415	0.5906347	0.0118972	0.0986616	0.0449875	0.0706354	0.3930594	0.6431870	0.6489116	0.4332599	0.4211203	0.3247271
0.6863033	0.4749971	0.1021213	0.6633971	0.6944859	0.7600857	0.4138340	0.7518168	0.7549513	0.1115582	0.5754652	0.6974988	0.0349437	0.0686010	0.5431652	0.6650256	0.6216168	0.0877796	0.2639363	0.3863748	0.4679294	0.0717192	0.1352263	0.6156004	0.6803441	0.2535577	0.4792528	0.2066377	0.4480921	0.8159179	0.1901549	0.1778708	0.2724547	0.0101193	0.7357968	0.5344950	0.5023055	0.5308375	0.0272362	0.5791410	0.6552205	0.6156763	0.2479802	0.5993949	0.6985276	0.2014360	0.3554184	0.2336623	0.1899141	0.6325780	0.0084690	0.1774785	0.0012471	0.3486085	0.7304826	0.6685070	0.7155306	0.1455999	0.3823957	0.3459406	0.2553799	0.2229724	0.2200003	0.1577299	0.5011520	0.6268437	0.6457235	0.1006614	0.6896836	0.5906630	0.1312112	0.6271370	0.5145301	0.3063767	0.0673713	0.6013686	0.0005412	0.0140462	0.0003652	0.0192736	0.0000000	0.4764624	0.6591101	0.1872500	0.5144561	0.2088477	0.0322703	0.6784452	0.0019392	0.7009602	0.0216214	0.2763958	0.1568684	0.0465838	0.5334273	0.7392412	0.5165992	0.5962213	0.5700561	0.5487645
0.7683332	0.4465870	0.0604285	0.2258069	0.3761251	0.1852580	0.6087434	0.3669485	0.6735734	0.2468911	0.2661147	0.3628620	0.3923690	0.3666165	0.1194687	0.6684654	0.0319832	0.1958238	0.3989790	0.0011979	0.0757974	0.0333987	0.5419354	0.6504285	0.7948073	0.3721821	0.5401358	0.4463312	0.7424104	0.1202273	0.1756177	0.0035867	0.2121368	0.3737881	0.5139282	0.6197367	0.5913944	0.7413435	0.0638872	0.4076209	0.5064013	0.7004457	0.4560518	0.0000000	0.2549188	0.5373738	0.2920470	0.0005628	0.0959210	0.5688236	0.0918292	0.0000000	0.0000000	0.5341509	0.4172468	0.2786785	0.5069062	0.2047692	0.1071212	0.0019707	0.2817937	0.2185940	0.2079143	0.0204483	0.6523582	0.0000000	0.0286598	0.0002262	0.5806619	0.6616555	0.0163397	0.5711129	0.5820537	0.3869594	0.0089856	0.8663646	0.0478479	0.0289327	0.0382293	0.0000000	0.5594458	0.4187245	0.5126674	0.6699374	0.1307331	0.6199135	0.0240708	0.6426796	0.1158079	0.5280855	0.0000000	0.2003379	0.0396413	0.0679184	0.2402760	0.6781124	0.7980703	0.5452220	0.0657127	0.3248861
0.5455826	0.5014607	0.5900838	0.6090599	0.6118120	0.3441838	0.5085144	0.6378665	0.7356255	0.3768207	0.5416710	0.0578420	0.5762863	0.4657462	0.0180978	0.8001619	0.0870714	0.0312994	0.2580756	0.4361744	0.2040455	0.0009610	0.0541050	0.2829163	0.6910087	0.1875397	0.1038897	0.1992973	0.6961854	0.1808690	0.0032962	0.1132903	0.3053480	0.5228313	0.5735072	0.4852216	0.5329887	0.5289121	0.1141029	0.5172494	0.6105453	0.2733496	0.5162783	0.5861163	0.7034613	0.5662941	0.6507382	0.0000314	0.0010976	0.6333166	0.3236722	0.0000000	0.1827775	0.5544681	0.2289032	0.5118992	0.7954193	0.2226578	0.1155817	0.2088315	0.0157836	0.2330831	0.2444366	0.0262013	0.6196149	0.6136502	0.0475275	0.0158430	0.3728255	0.3971614	0.1894726	0.3857051	0.5877160	0.2731266	0.0514839	0.6202548	0.0006881	0.0544606	0.0735002	0.3461164	0.4193936	0.5208869	0.3809517	0.2024650	0.4302165	0.0883799	0.0287161	0.4503380	0.7189663	0.4465890	0.0000000	0.1260597	0.4450455	0.0450284	0.4580819	0.5527783	0.6534774	0.4019400	0.1244982	0.3763066
0.6698447	0.6462397	0.3523551	0.3892377	0.5048808	0.6354350	0.6060717	0.6359449	0.6954372	0.4070294	0.5160021	0.1856882	0.7485178	0.5842132	0.0300835	0.3286126	0.1350551	0.0905390	0.4831266	0.0006547	0.5363814	0.0684697	0.6171393	0.2971258	0.6905983	0.5536910	0.5287826	0.3743521	0.5172164	0.3271015	0.2503597	0.1023396	0.2330299	0.4826272	0.6772034	0.7602026	0.5934931	0.2005426	0.5420527	0.1204264	0.5971064	0.0117380	0.0747274	0.2226960	0.1645506	0.3511477	0.3539222	0.1459206	0.0029156	0.6669857	0.4052244	0.2622384	0.0013506	0.4408529	0.5068664	0.1982564	0.5804488	0.1916596	0.5461906	0.2293829	0.2712886	0.1478356	0.1528573	0.5088529	0.6527519	0.6596569	0.2314983	0.0015440	0.6167980	0.2663252	0.1593900	0.4473618	0.4747588	0.3278732	0.0219730	0.6078460	0.0001193	0.0016578	0.0012485	0.3460708	0.7530730	0.6320365	0.5925378	0.1881620	0.6093860	0.1768833	0.0271860	0.3888724	0.3441685	0.5954647	0.0158868	0.1073941	0.5622630	0.0479608	0.3334746	0.4529026	0.7680772	0.3780329	0.1929540	0.1812850
0.6131341	0.4686406	0.5890344	0.6999023	0.5631679	0.7190775	0.7468951	0.6796212	0.1115246	0.6307700	0.7482173	0.2712739	0.6791859	0.2082419	0.5377117	0.2041422	0.0109333	0.0117849	0.6665830	0.0002326	0.0604342	0.0538328	0.4670695	0.5523933	0.6093183	0.0046303	0.1297112	0.1420445	0.1538549	0.8217848	0.0035327	0.0931723	0.1879380	0.2855943	0.3875539	0.6707878	0.3289422	0.1576935	0.3186938	0.2102962	0.6229282	0.5280181	0.2658045	0.4745316	0.1127309	0.2918881	0.5225039	0.0041296	0.5906044	0.3978751	0.4396777	0.5623350	0.2144745	0.5965357	0.1712860	0.6652338	0.6787685	0.8088450	0.0381986	0.0004586	0.4549118	0.5960401	0.1433439	0.1110326	0.5192320	0.1636096	0.1455736	0.1634850	0.4014495	0.1722858	0.2323142	0.2566240	0.5053025	0.6697408	0.0000000	0.6750086	0.0000000	0.0002124	0.2411019	0.3340823	0.3731773	0.6994809	0.2906562	0.0053538	0.5156053	0.7415257	0.0112523	0.5904571	0.6563154	0.1387746	0.0254934	0.0123039	0.4233147	0.1116818	0.1723003	0.6036947	0.1816213	0.4707946	0.1775996	0.2552487
0.6152879	0.3564454	0.0610321	0.1941085	0.2486742	0.6317885	0.2519058	0.8317744	0.6072393	0.1217424	0.3120092	0.2385869	0.7033696	0.7470488	0.4060848	0.5698205	0.0377155	0.6793445	0.6974508	0.3136461	0.6277859	0.0026550	0.6486139	0.8333497	0.5208881	0.4708147	0.4321820	0.2629550	0.5477160	0.4217025	0.1081725	0.3004383	0.4790472	0.3901481	0.6101191	0.0995436	0.6859131	0.4650579	0.0223432	0.4958778	0.7664974	0.0000691	0.4641789	0.4575683	0.7027544	0.0973509	0.3625589	0.0644899	0.0468443	0.6464191	0.0290591	0.1725331	0.0035905	0.1122224	0.5199763	0.4901214	0.3852621	0.4710198	0.5900977	0.2848247	0.0003755	0.4768017	0.2658096	0.0116217	0.9330980	0.6107198	0.0775127	0.0010897	0.2365855	0.3973583	0.0000000	0.4101566	0.8078832	0.3152488	0.0578109	0.6501254	0.0411447	0.0573954	0.0372379	0.1958478	0.4563847	0.7818382	0.6566137	0.5041985	0.1208354	0.3526770	0.0000000	0.7314144	0.0513747	0.4914960	0.0490453	0.2787200	0.0172089	0.0000000	0.6763711	0.4001568	0.7077798	0.6227765	0.6573264	0.5304741
0.6381278	0.4143043	0.3460031	0.3368183	0.1603199	0.3737002	0.3071987	0.8633158	0.6712960	0.3371627	0.3441381	0.4671397	0.7226125	0.3045475	0.0255983	0.4083942	0.0364785	0.1608365	0.2740492	0.0002571	0.1487216	0.0142603	0.2898804	0.6698629	0.5343369	0.1143208	0.6206473	0.6263052	0.5878922	0.7179107	0.0102483	0.0115968	0.1108287	0.3562661	0.2161187	0.1137931	0.6632630	0.3784528	0.1232510	0.3149437	0.7731356	0.7388026	0.2354468	0.6611693	0.2913140	0.3461270	0.4153999	0.0334415	0.0013958	0.7812483	0.0849030	0.2104637	0.0794029	0.0875066	0.6959007	0.4537126	0.4026819	0.6033774	0.2711399	0.2737805	0.0104214	0.5257671	0.1903611	0.0561837	0.1149260	0.4844143	0.2905547	0.0084208	0.4887852	0.6228690	0.2640332	0.6047108	0.5158718	0.1752885	0.0652112	0.5986166	0.0008797	0.0371018	0.0031086	0.4508686	0.5396679	0.4123411	0.5461590	0.6500122	0.1482979	0.0688690	0.0358973	0.1019337	0.0715490	0.7014423	0.0176701	0.0036719	0.1982794	0.6420435	0.6145308	0.6318738	0.6763277	0.4854898	0.0000000	0.1598331
0.5405280	0.3309698	0.5902630	0.3298023	0.6184808	0.6932631	0.3838648	0.6834378	0.6732003	0.3382239	0.5782464	0.0126942	0.6793037	0.3575852	0.3077327	0.4648781	0.6535213	0.2228252	0.5513421	0.2849470	0.2857632	0.1299493	0.0677209	0.7364618	0.6294563	0.6686671	0.1445123	0.2265024	0.5177111	0.1269527	0.0003992	0.1497598	0.3812440	0.1455405	0.7039913	0.7165225	0.0736531	0.3973697	0.1261703	0.0907599	0.8742295	0.0409135	0.5174748	0.5315907	0.1865579	0.4967159	0.2769630	0.1601326	0.0016983	0.7253940	0.2419964	0.0899132	0.2012467	0.6901023	0.5887555	0.6663252	0.4553859	0.1276551	0.4301957	0.3038706	0.2160933	0.2384436	0.8245840	0.1078577	0.7047092	0.6673819	0.0595174	0.5938367	0.6798186	0.6040512	0.1315086	0.5506623	0.7813674	0.6764485	0.0662767	0.6173142	0.0983645	0.0314778	0.0000205	0.0000000	0.6756028	0.4260780	0.6235687	0.2787213	0.1255003	0.1223438	0.0000000	0.4819609	0.3320710	0.3636433	0.0016397	0.0747123	0.2212507	0.0021901	0.4078502	0.6995166	0.6325919	0.3888345	0.1783460	0.0000000
0.6987258	0.2811627	0.0074495	0.0000000	0.4439158	0.4774621	0.2552032	0.6487423	0.1454609	0.3411193	0.6390495	0.1974515	0.0931034	0.7056403	0.5160846	0.5235740	0.2370897	0.0235033	0.6188917	0.1006554	0.1202024	0.0000000	0.2464258	0.3136436	0.6626194	0.6410022	0.4085972	0.2068795	0.3848956	0.6205007	0.5942725	0.0010487	0.1736186	0.0000000	0.5243019	0.3966962	0.6366127	0.5970763	0.3011898	0.0090347	0.4954395	0.3736800	0.4264924	0.6587590	0.5375530	0.7718459	0.6531275	0.0267635	0.1623419	0.6664500	0.3670175	0.6721139	0.1936548	0.0075848	0.3894631	0.1187784	0.4428139	0.5458182	0.2252983	0.5821166	0.0957557	0.5292897	0.7316414	0.0725516	0.0000000	0.2392892	0.4736979	0.2442725	0.0862224	0.0092201	0.1022244	0.3027311	0.7194837	0.4770439	0.1090363	0.5876352	0.0034809	0.0000000	0.0071154	0.4327611	0.4231320	0.0000000	0.7450866	0.1650070	0.0163108	0.6929362	0.6113920	0.5627028	0.4756318	0.4975576	0.0454843	0.0119256	0.6463350	0.0366052	0.2257798	0.6495157	0.4697038	0.6138586	0.4526151	0.6026876
0.5477192	0.7068527	0.5728243	0.5851559	0.3255932	0.3536331	0.0774197	0.6213323	0.0000000	0.7318484	0.4446896	0.2436071	0.2349157	0.8526483	0.3715088	0.1562533	0.0001251	0.0118352	0.6479569	0.0407282	0.5499721	0.0000000	0.0208905	0.1049655	0.0000000	0.0958792	0.0114720	0.3847663	0.6904374	0.6767775	0.3280032	0.1935683	0.1670973	0.4587242	0.3904363	0.0000174	0.6365662	0.0018927	0.7884303	0.3299720	0.6592092	0.5108755	0.0632090	0.0869648	0.5344766	0.6319721	0.6988390	0.0036885	0.7786947	0.0000000	0.6304090	0.6773534	0.2633328	0.0408396	0.2789026	0.0000000	0.3643977	0.6810202	0.6702132	0.7321868	0.5147568	0.6478192	0.3104625	0.1629273	0.2989933	0.3337614	0.0421406	0.0195350	0.5788866	0.7048463	0.0000000	0.5027248	0.6705190	0.1212599	0.6599368	0.3787850	0.0721986	0.2080232	0.3600872	0.2401760	0.0000000	0.2951409	0.1812125	0.3900365	0.0624287	0.6299990	0.0345790	0.3633729	0.4981967	0.2958890	0.0643518	0.0078009	0.6200982	0.1597339	0.3630022	0.4121538	0.0000000	0.3826039	0.2756493	0.0000000
0.0004692	0.5532034	0.2052538	0.6269656	0.0004669	0.0002691	0.0007374	0.5290510	0.0409718	0.6661107	0.3609345	0.2432574	0.7113419	0.4656559	0.0345268	0.0577612	0.3332498	0.0077021	0.5858544	0.2790782	0.1512408	0.0706494	0.0075275	0.4353758	0.0000000	0.0015193	0.1828079	0.6737824	0.3827881	0.5312777	0.0010153	0.7013161	0.2242662	0.3007586	0.7119893	0.3585987	0.6527587	0.0000853	0.4783335	0.7271242	0.4596412	0.1068365	0.0007113	0.4723646	0.0603385	0.7400722	0.2786313	0.4425220	0.1355591	0.1820230	0.1491344	0.6800876	0.7453902	0.1839915	0.6757853	0.0021843	0.2541153	0.0026181	0.7136962	0.4496355	0.6142226	0.6466443	0.5436714	0.6018142	0.7850654	0.7323667	0.5654711	0.0471937	0.0064702	0.2717394	0.1146257	0.0386615	0.5098711	0.0000026	0.6704594	0.0044476	0.7111220	0.5975350	0.6871531	0.0379592	0.2301833	0.0288681	0.3328241	0.0567346	0.6610707	0.3228279	0.2258366	0.5431673	0.0040533	0.3599547	0.4298384	0.3249116	0.1549172	0.6980166	0.2003499	0.0372129	0.0903002	0.0688851	0.7698989	0.6968468
0.4409172	0.5386631	0.6220432	0.7785366	0.5616614	0.3529041	0.4173618	0.5988210	0.4101207	0.5375040	0.6618403	0.0925899	0.1459129	0.1960165	0.1425844	0.6538072	0.2035624	0.0498115	0.5738376	0.0000092	0.0194160	0.0001583	0.0442864	0.1886738	0.4403005	0.6617987	0.5890951	0.2147011	0.4251792	0.5247906	0.0079157	0.0658757	0.3144035	0.1618208	0.0000000	0.6118023	0.8216139	0.6434959	0.2273503	0.4263476	0.6037180	0.2027233	0.1412926	0.1189767	0.6710464	0.2295599	0.4297836	0.0253049	0.0000000	0.5838179	0.6191316	0.4575731	0.0008109	0.2250476	0.5393224	0.2525301	0.6192853	0.5761422	0.6749162	0.2954359	0.0931386	0.0000000	0.3271367	0.0269979	0.6558526	0.4920564	0.4603219	0.4340666	0.6222887	0.3122671	0.0640689	0.6641587	0.6942062	0.3136480	0.0214305	0.7692107	0.0191101	0.0773392	0.0245525	0.2663319	0.6097487	0.3726643	0.6716063	0.1308121	0.4854010	0.5348745	0.0275162	0.5121759	0.3367148	0.5371022	0.0000000	0.1317798	0.0251079	0.0391313	0.0000000	0.4793608	0.7422269	0.4500374	0.2579112	0.0152655
0.6583712	0.6788697	0.1114701	0.6380914	0.4068071	0.7637368	0.6180838	0.6533373	0.6344913	0.2586295	0.3700471	0.2855724	0.6291652	0.4822369	0.2071688	0.3787650	0.4291656	0.1114025	0.3690053	0.0000483	0.1710102	0.0618040	0.3421735	0.3758833	0.6511889	0.2580401	0.5413769	0.3988845	0.4993948	0.4911621	0.2910620	0.1297333	0.2683650	0.1314836	0.0163061	0.6911354	0.0990449	0.3785021	0.1184419	0.5231673	0.7402886	0.2008032	0.4865057	0.4159265	0.2557244	0.1193975	0.3572444	0.0418807	0.0003966	0.5442587	0.1376068	0.0000000	0.1917814	0.4946159	0.5411532	0.3458933	0.8334298	0.1545833	0.5502299	0.0000000	0.0217021	0.0476458	0.1913192	0.2398377	0.7072375	0.5771567	0.7070776	0.1733721	0.4766097	0.5371136	0.1100994	0.8074624	0.5809687	0.3542298	0.1139253	0.6325890	0.0467287	0.0095863	0.0508560	0.3803924	0.6114869	0.5031187	0.6442791	0.2191772	0.1286819	0.4315196	0.0457753	0.4237082	0.1927225	0.5146332	0.0291834	0.0369894	0.1998265	0.0633754	0.4707229	0.5097048	0.6771091	0.3762330	0.1721383	0.2100967
0.6732742	0.7968487	0.6106019	0.8244519	0.1937936	0.7014021	0.5043978	0.1633492	0.6139819	0.0385359	0.6811632	0.7153748	0.2308864	0.5588521	0.0044521	0.5068584	0.3573804	0.6544366	0.1182034	0.3898487	0.5762345	0.1268346	0.0188481	0.4525697	0.7490521	0.3121756	0.1670139	0.5688835	0.6576527	0.6708859	0.4544648	0.3008380	0.3929411	0.5355726	0.5928066	0.5881264	0.1327280	0.4369132	0.0028316	0.4914553	0.6584140	0.0992269	0.0313003	0.2118747	0.3549512	0.5373961	0.5528491	0.4433878	0.0023010	0.6467122	0.0876591	0.2152878	0.1343249	0.3498123	0.7366110	0.3228397	0.6205823	0.2065227	0.1388333	0.3305825	0.4045424	0.2140017	0.4629159	0.1089869	0.6964485	0.6023788	0.2718894	0.0014212	0.3843900	0.5121498	0.1933689	0.6559506	0.5366426	0.0137788	0.0000000	0.5423615	0.0657981	0.0909519	0.0371974	0.2166606	0.5365213	0.5893909	0.6898501	0.4060466	0.1451870	0.1322202	0.0004255	0.1294985	0.0919633	0.4547311	0.0117770	0.1607925	0.5638185	0.0938220	0.3462207	0.5769828	0.6380882	0.4137876	0.4543015	0.4438462
0.7238232	0.6557754	0.1893499	0.6125543	0.2870364	0.6011216	0.1001959	0.8463520	0.5179435	0.4688317	0.2412943	0.2063913	0.1553860	0.4647856	0.0369939	0.6931321	0.4047573	0.4753586	0.2715986	0.3073853	0.0998104	0.0639799	0.0095547	0.3176359	0.4008126	0.2933441	0.0448198	0.3526692	0.7691400	0.5032166	0.0153777	0.2235001	0.0428195	0.4282156	0.5270785	0.5151159	0.2592198	0.5984246	0.3126781	0.1560210	0.6620493	0.5753271	0.4437654	0.6451667	0.4931039	0.2088470	0.3200460	0.1956312	0.0637311	0.2562869	0.3065449	0.4012732	0.0000000	0.0208635	0.2079217	0.1958012	0.3387532	0.4187208	0.3158715	0.4780928	0.1091510	0.6738884	0.6611765	0.0550191	0.7044777	0.4822388	0.1298708	0.2331819	0.6042216	0.2559046	0.1586622	0.4936691	0.6834354	0.4169229	0.0330203	0.7515790	0.0398545	0.0000628	0.0650844	0.0000000	0.6759831	0.4195131	0.1536189	0.1478981	0.0944403	0.1426247	0.0274547	0.5617023	0.4582330	0.2896193	0.0303909	0.0977503	0.0047394	0.4505575	0.5564132	0.7093694	0.8610119	0.5474660	0.5841063	0.1930752
0.6083186	0.2894748	0.5366020	0.1530186	0.8025383	0.6648759	0.4230624	0.7074710	0.5512202	0.4679077	0.5668080	0.2858760	0.1146843	0.6123844	0.2635250	0.5747409	0.4687975	0.5317690	0.4543433	0.3611661	0.0206686	0.0005681	0.5762400	0.2500331	0.4837447	0.1986963	0.0349249	0.1160592	0.5718504	0.1787891	0.0006409	0.0007727	0.4049574	0.4315505	0.2990217	0.6947915	0.5249001	0.1108521	0.6727848	0.0602172	0.6116996	0.6518168	0.4775141	0.5852774	0.2793773	0.2084727	0.4440159	0.3748577	0.1017990	0.5126412	0.3611056	0.1019027	0.1551432	0.3334700	0.5954910	0.2346458	0.3965995	0.5264531	0.6679670	0.2324706	0.0766503	0.2910304	0.7178041	0.4898069	0.3379435	0.0693214	0.4597558	0.4795479	0.1718663	0.2927246	0.1195240	0.7458383	0.6012996	0.2966342	0.0475140	0.6864271	0.0000638	0.1009126	0.0001895	0.1720037	0.3633417	0.1644400	0.4955951	0.1313811	0.4622636	0.7078933	0.0012618	0.6364873	0.4585491	0.2092415	0.0083941	0.1552703	0.1612051	0.0086537	0.2601497	0.4865829	0.7303041	0.4772306	0.4510957	0.2976894
0.5877647	0.6733646	0.1068893	0.6680407	0.4861392	0.3068323	0.4667475	0.6768544	0.6522416	0.2313798	0.3639890	0.4620094	0.3429077	0.6934290	0.0918438	0.5710057	0.6170999	0.0706125	0.4469022	0.0056825	0.0684608	0.0586676	0.3078397	0.5597269	0.6744257	0.6114671	0.1688137	0.1960568	0.6620382	0.4668991	0.0008042	0.1336345	0.4117297	0.5300354	0.0000000	0.4253568	0.3115312	0.4765923	0.0822422	0.2460337	0.6181794	0.5338357	0.4453548	0.7332062	0.6601887	0.7449335	0.5904870	0.1591917	0.0000382	0.5799781	0.1392340	0.2325186	0.0834806	0.7740130	0.1723411	0.3183365	0.3775111	0.1386946	0.1780451	0.0382824	0.0020485	0.0409554	0.3726237	0.0903901	0.6230305	0.5483278	0.2031365	0.6997965	0.0686559	0.5260631	0.2528500	0.4798553	0.6619232	0.2056687	0.0693623	0.6522284	0.0379128	0.0301810	0.0542546	0.3819225	0.6987173	0.4129852	0.3511269	0.1402333	0.1818018	0.1398420	0.0123130	0.6276889	0.1461400	0.7144148	0.0241634	0.1023204	0.4838117	0.0074851	0.5544206	0.6582146	0.7314183	0.5656814	0.6508395	0.2321890
