YMR164C	YBR083W	YLR403W	YDR463W	YDR081C	YCR096C	YCR040W	YPR199C	YJL110C	YCR097W	YDR317W	YCR039C	YCR107W	YKL178C	YBR281C	YBR282W	YKL161C	YLR022C	YDR098CA	YDR103W	YDR098CB	YBR040W	YCR041W	YLL065W	YLR463C	YLR467W	YLR465C	YCR105W	YOR315W	YER190W	YGL001C	YDR042C	YCR018CA	YCR019W	YDR084C	YER189W	YNL337W	YDR494W	YLR265C	YLL047W	YPR021C	YBR186W	YLL048C	YNL105W	YBR121C	YBR185C	YKL136W	YPL178W	YDR440W	YBL070C	YBL068W	YKR008W	YGL247W	YCR083W	YDR180W	YGR191W	YDL062W	YLR175W	YLR322W	YGL169W	YGL170C	YOR082C	YML048WA	YGR039W	YDR047W	YBR184W	YLR094C	YDL152W	YDR415C	YLR046C	YKL095W	YOL057W	YCL012W	YNL267W	YDL126C	YOR129C	YBR012WA	YMR232W	YOR084W	YPL060CA	YGL192W	YGL156W	YLR185W	YKR004C	YCL014W	YKR041W	YER137CA	YIL038C	YBR012WB	YBL018C	YAR010C	YNL256W	YDR416W	YKR056W	YNL211C	YNL257C	YOR077W	YER120W	YBL017C	YER118C
0.4072329	0.4017540	0.4000871	0.6250997	0.7159744	0.0519190	0.5367760	0.0865744	0.6853838	0.5014497	0.0034573	0.3914983	0.0003526	0.3077614	0.6753916	0.7175984	0.6499968	0.0303666	0.2639781	0.5550668	0.1735337	0.0003686	0.1761999	0.6572583	0.0616844	0.0950038	0.6570722	0.0651475	0.1604585	0.4104989	0.3360029	0.3422069	0.2309977	0.1641076	0.6160799	0.2625693	0.1254364	0.7184824	0.0003664	0.0002169	0.0116017	0.6636058	0.2645782	0.1211925	0.2994823	0.0002456	0.6547192	0.5142228	0.1141304	0.6116144	0.7692991	0.0311670	0.7359601	0.3823634	0.0019075	0.0000000	0.6555564	0.4929216	0.4293707	0.2082033	0.4057942	0.0357277	0.0233830	0.3587208	0.0374920	0.6319147	0.3392178	0.0000000	0.2067671	0.6229851	0.6042759	0.3440897	0.2022684	0.5430652	0.5854942	0.2323468	0.4860933	0.4678465	0.0366516	0.0902855	0.4118604	0.5055501	0.2361798	0.7189280	0.2593125	0.3064286	0.6368640	0.1226140	0.4186883	0.4233956	0.0336668	0.0583744	0.2690934	0.2020277	0.1846295	0.0000000	0.3292888	0.5039748	0.0517119	0.6464649
0.1305418	0.0000000	0.0772794	0.1906368	0.6276559	0.0061433	0.0001495	0.7483188	0.5482073	0.0000000	0.0552287	0.2676587	0.0819211	0.6623711	0.7805608	0.7815127	0.5464188	0.6767079	0.8256122	0.0000000	0.2497392	0.6094474	0.1934744	0.4134885	0.5009245	0.0000000	0.0019596	0.6623244	0.3547140	0.6821677	0.0932162	0.7144714	0.3083992	0.4467976	0.0815900	0.6503830	0.6969759	0.0071407	0.0346640	0.0229475	0.4691576	0.4734017	0.0360485	0.7226708	0.7120836	0.1022728	0.6820984	0.0910063	0.0003010	0.4783200	0.0062521	0.0745734	0.6423581	0.6240286	0.2520788	0.3009064	0.4153313	0.7452847	0.5691051	0.5147186	0.2892911	0.2222939	0.4114241	0.0834370	0.3174364	0.6530805	0.4857636	0.0387381	0.2445903	0.5110657	0.0336050	0.6504845	0.1625628	0.5673231	0.6258014	0.5676068	0.0000000	0.2115915	0.6252130	0.0616724	0.6384592	0.6566708	0.5975256	0.0686026	0.5998708	0.4375429	0.0000000	0.2229646	0.0000000	0.8481002	0.0177243	0.4622919	0.2500108	0.1339633	0.0385076	0.3920940	0.0000000	0.5011620	0.6289270	0.0000000
0.4190075	0.7952840	0.4991441	0.4335878	0.4765079	0.0465392	0.0828158	0.7993327	0.7176058	0.5455231	0.3851480	0.0735750	0.0001720	0.0086970	0.5472895	0.5994287	0.2379788	0.5989597	0.6185282	0.6449631	0.1508952	0.0012864	0.0133835	0.6109277	0.0610709	0.0000000	0.2422273	0.0285009	0.4520866	0.0947187	0.5725960	0.3215575	0.0099508	0.5953111	0.2093666	0.1363778	0.0756341	0.6834838	0.0134581	0.0019329	0.0232042	0.6139379	0.1317697	0.0000000	0.2373437	0.0831022	0.7040274	0.5467939	0.5020756	0.7046669	0.2706739	0.0574900	0.5510762	0.3420921	0.0021572	0.0140783	0.6513111	0.1641431	0.7229293	0.6054067	0.0036091	0.0582965	0.6817874	0.6748159	0.0000000	0.6858765	0.5626641	0.0000000	0.2010619	0.6723766	0.5175477	0.2607553	0.5397279	0.6109013	0.5186686	0.1128911	0.4614516	0.1432194	0.0118520	0.0946894	0.2699265	0.4752956	0.1006254	0.2940257	0.3280704	0.0000000	0.6559056	0.1782917	0.7985104	0.6383828	0.0157519	0.2391534	0.2060589	0.1816612	0.3965954	0.2440325	0.0438666	0.3147772	0.0095370	0.5499988
0.4724712	0.7425356	0.6416046	0.2873961	0.2553531	0.0201221	0.4816166	0.6816129	0.6654825	0.5089602	0.2314148	0.0297046	0.0185516	0.2266148	0.6182626	0.4207681	0.7364711	0.5462059	0.6439319	0.7084352	0.1832109	0.1089492	0.0465849	0.5818133	0.0172499	0.0243037	0.5935372	0.1383684	0.5638401	0.3123475	0.0963941	0.3228395	0.6490076	0.4062736	0.3217986	0.2628262	0.1604407	0.4594585	0.0121541	0.0057015	0.0011190	0.7287532	0.0000000	0.1952958	0.1692871	0.0003957	0.5937565	0.6137678	0.4074252	0.5760627	0.3776113	0.0203223	0.6363621	0.2781703	0.0098633	0.0055390	0.5140119	0.0197155	0.4502011	0.0846734	0.4605995	0.0347285	0.7118366	0.5855839	0.0712982	0.6499146	0.6024030	0.0227565	0.0000000	0.3100409	0.6974657	0.2981485	0.6709106	0.4918852	0.5397538	0.1722497	0.5921377	0.0000000	0.0439916	0.0004741	0.4430579	0.4723556	0.2195341	0.1603204	0.0691896	0.2817692	0.7142883	0.1707385	0.4999020	0.0000000	0.0296732	0.2330212	0.2413810	0.0000000	0.4406767	0.1677477	0.0717767	0.2593941	0.0042030	0.7436342
0.1302173	0.3878060	0.3307732	0.5960957	0.6266333	0.1889750	0.0008847	0.4892901	0.2897697	0.5588252	0.3663439	0.1425225	0.0047948	0.0001615	0.6775694	0.5818724	0.5260359	0.4628581	0.6448106	0.6848522	0.0000000	0.0401852	0.3150548	0.4139886	0.0238171	0.2377459	0.6905901	0.2155942	0.0140797	0.4619064	0.3003421	0.7267758	0.0067781	0.1058211	0.1923364	0.2998708	0.0839629	0.6626284	0.0652101	0.0334914	0.0000000	0.7984934	0.6075774	0.3279546	0.2934313	0.0000000	0.6201417	0.4760701	0.0562628	0.7282510	0.1415671	0.2288645	0.7596932	0.6046566	0.0086046	0.0621584	0.1399302	0.7423435	0.4857490	0.6149673	0.0000314	0.0555194	0.5037362	0.4996041	0.0000000	0.6194920	0.4235179	0.0001188	0.1482161	0.6105396	0.5007126	0.3471285	0.1376864	0.5260814	0.7716257	0.1424441	0.5596692	0.2472650	0.4638394	0.0010853	0.5639649	0.1312801	0.2500240	0.2993213	0.0000000	0.3220023	0.5788643	0.6349263	0.1890481	0.1683215	0.0434101	0.4346660	0.4992569	0.3262371	0.1331511	0.0152999	0.2429317	0.0681027	0.0853335	0.6655716
0.5478962	0.6849737	0.6965028	0.5237095	0.7721074	0.0336222	0.0076037	0.7504123	0.5150831	0.6035260	0.0808312	0.0024498	0.0243360	0.4278851	0.7251905	0.3654250	0.0000000	0.4745398	0.4740104	0.7147563	0.1507572	0.0008363	0.0233952	0.5581278	0.0449669	0.0042846	0.5624185	0.5100698	0.0424473	0.0293219	0.6073208	0.6882305	0.0082544	0.0687770	0.4532301	0.2119123	0.1614768	0.6275954	0.0529783	0.0211524	0.0131999	0.5832814	0.0000000	0.5968933	0.2109326	0.0006239	0.5666024	0.6380197	0.3568353	0.6938591	0.3935455	0.0000000	0.6823922	0.6067802	0.0017987	0.0042915	0.5229433	0.4161974	0.5683388	0.6074303	0.3129461	0.0212423	0.2960675	0.5825657	0.0395763	0.6786354	0.3560796	0.0002304	0.3185591	0.6117192	0.6990065	0.0000000	0.3227383	0.6129063	0.5975991	0.1622542	0.5939930	0.0362905	0.0018824	0.0448476	0.2105310	0.3777650	0.1572274	0.7135428	0.2760087	0.2982213	0.7871210	0.2769842	0.5234317	0.2383533	0.0212305	0.3030886	0.2089561	0.3707378	0.3983525	0.2129761	0.0158319	0.3209788	0.0609266	0.5992553
0.4549189	0.7141603	0.4830659	0.5245164	0.5016963	0.1086440	0.6057205	0.5832150	0.5974880	0.0000000	0.5279134	0.0000000	0.0000000	0.7121675	0.2619065	0.1563141	0.6776756	0.6310707	0.4028548	0.0000000	0.1084442	0.0024534	0.0000000	0.4261002	0.0183260	0.0677398	0.6444446	0.0440105	0.4521984	0.2808083	0.6774551	0.5431650	0.0157831	0.6255135	0.3189798	0.5019485	0.5663395	0.6103865	0.0550919	0.0022913	0.0001715	0.6095382	0.0000000	0.0086977	0.1933399	0.0054337	0.7498371	0.5790260	0.2039535	0.6142370	0.5752581	0.0346283	0.6756586	0.3762265	0.0004018	0.0430342	0.6443997	0.0884819	0.6382784	0.1874220	0.4174998	0.0522068	0.4153686	0.6373126	0.0226504	0.6601981	0.5945271	0.0001434	0.1868574	0.5969868	0.6840700	0.2907255	0.0000000	0.7038774	0.6494102	0.2016881	0.6437706	0.1752400	0.0410036	0.0008074	0.1305164	0.4470890	0.0000000	0.5370574	0.0000000	0.3858504	0.5561912	0.1854672	0.6067348	0.3679319	0.0216995	0.3389848	0.2694106	0.1797456	0.3315674	0.1350491	0.1479157	0.3287759	0.0380847	0.5843437
0.4633067	0.4307134	0.4933814	0.7291265	0.6469318	0.4506032	0.2282796	0.5843101	0.0000000	0.5542079	0.2289709	0.5128466	0.0000000	0.0365362	0.6435159	0.2406457	0.5651825	0.4944599	0.6858981	0.6051546	0.0132505	0.2376798	0.2686449	0.6493694	0.3783292	0.0000000	0.1581215	0.0000000	0.4746172	0.7021655	0.3472433	0.6236163	0.1285149	0.5156924	0.0000000	0.0000000	0.0187178	0.6094547	0.0891692	0.6010036	0.0000000	0.7141384	0.2962230	0.0000000	0.0621156	0.0510614	0.0000000	0.5685468	0.5523429	0.7224795	0.2335084	0.0235438	0.5539558	0.5671963	0.0238976	0.0283346	0.5040783	0.0526870	0.6400559	0.0000000	0.0575431	0.0543173	0.5164581	0.7770167	0.0022373	0.5179531	0.3011927	0.0318550	0.4919266	0.6145691	0.5552192	0.4261433	0.0000000	0.6219012	0.7918501	0.3114231	0.4619165	0.3142454	0.0185282	0.0001960	0.6054354	0.6560745	0.0000000	0.3897353	0.1884375	0.3604210	0.5623692	0.7064453	0.5031797	0.5162062	0.0633940	0.0000000	0.6638498	0.5545501	0.5360023	0.3272568	0.3477001	0.4617275	0.0620942	0.6220330
0.4212889	0.5750488	0.5493074	0.6237309	0.6871413	0.0040268	0.2026488	0.6621703	0.4781374	0.1016154	0.2410343	0.3464288	0.0007470	0.2029462	0.6492084	0.4828834	0.5963382	0.6352597	0.3828148	0.2819643	0.0610523	0.3635173	0.1756601	0.7245484	0.0684554	0.0065127	0.5973237	0.4660048	0.0320621	0.3105110	0.2083297	0.6241683	0.6362260	0.1560487	0.3383538	0.2561196	0.0849661	0.6436443	0.0218456	0.0110454	0.0056406	0.6868807	0.2898904	0.4545915	0.2398509	0.0774977	0.6445000	0.6720102	0.2436997	0.6491320	0.2778706	0.0215660	0.5698752	0.6244001	0.0023764	0.0196594	0.5672666	0.2957748	0.4724285	0.1508794	0.0226970	0.0424721	0.4120562	0.5802550	0.0700403	0.6739664	0.5601552	0.0000000	0.3045811	0.6814575	0.6144907	0.3345643	0.4031227	0.5782955	0.6062697	0.1888760	0.7679404	0.0000000	0.0000000	0.0000000	0.4693093	0.3429133	0.0470628	0.4038501	0.2763021	0.2175752	0.7254688	0.0857667	0.5745882	0.1694583	0.0255927	0.2548145	0.1204121	0.1927401	0.2536224	0.0689492	0.2648282	0.3584281	0.0426714	0.6576687
0.1220503	0.0000000	0.3823816	0.4737196	0.6289815	0.0827555	0.2075199	0.6480744	0.7068428	0.5424527	0.3849494	0.2520038	0.3011504	0.0501570	0.6466100	0.6394115	0.6290554	0.5107775	0.0000000	0.5660534	0.0087237	0.4798022	0.0000801	0.6080176	0.5783665	0.2319706	0.4456705	0.4057392	0.6543836	0.7412413	0.4376401	0.6234853	0.1999060	0.1767748	0.2661204	0.7740107	0.6065741	0.6943744	0.0027998	0.0012114	0.0001999	0.7192004	0.1510750	0.3778829	0.0693309	0.0596301	0.8146782	0.0665552	0.1350278	0.5913092	0.3715691	0.4303136	0.2025327	0.6533376	0.5351950	0.0962507	0.0695978	0.4691208	0.5824189	0.4333081	0.5972432	0.2643909	0.3969241	0.0000000	0.0034998	0.6634359	0.2406321	0.0011321	0.1865116	0.6285513	0.4168109	0.1817726	0.4033262	0.5121847	0.1996135	0.6224907	0.0000000	0.5950043	0.4656808	0.0002163	0.6853363	0.5597493	0.4894127	0.2944158	0.0000000	0.4817939	0.2167835	0.1513060	0.0000000	0.4076491	0.5240647	0.7183504	0.2531476	0.1674451	0.1780353	0.4340353	0.0000000	0.5951813	0.3883024	0.1366659
0.4743164	0.5517788	0.4809244	0.5384185	0.6890387	0.2728757	0.6880565	0.4008797	0.6685888	0.6780210	0.0792693	0.2735565	0.0011536	0.0629936	0.6819359	0.2097045	0.6361816	0.4244760	0.4073406	0.5868725	0.0552704	0.4759614	0.3214181	0.5937687	0.0319328	0.0447468	0.1246537	0.0858921	0.2330750	0.3092947	0.3561830	0.2913608	0.7625168	0.0963554	0.4429557	0.2374603	0.7022871	0.7524633	0.0172969	0.0180280	0.0090004	0.6137429	0.2037486	0.2090545	0.1811660	0.0000000	0.6210077	0.6449968	0.2967507	0.6711498	0.4153246	0.0177018	0.7385222	0.3041702	0.0010650	0.0116916	0.5382293	0.4319279	0.6751389	0.2679664	0.5692291	0.0335941	0.2137182	0.5645558	0.0669365	0.7037464	0.3068324	0.0003200	0.2408806	0.7120243	0.6385037	0.0024975	0.3315255	0.6249549	0.5537128	0.0741346	0.6019499	0.2817687	0.0683108	0.0005749	0.3297715	0.3857967	0.4057383	0.4748536	0.2154412	0.2334163	0.7068866	0.1407794	0.4998392	0.3444207	0.0418653	0.2081906	0.2272468	0.0855189	0.4401265	0.2107475	0.2099579	0.0000000	0.0091283	0.6123508
0.4675721	0.5864934	0.5376440	0.7309469	0.2694278	0.0023743	0.4692249	0.7028739	0.1985430	0.6932289	0.4939626	0.0007562	0.0740704	0.6106962	0.6623913	0.3340190	0.1772364	0.4983655	0.4924782	0.6768755	0.0876774	0.0003647	0.0104972	0.4149567	0.1197294	0.0520752	0.4298226	0.0187222	0.0543865	0.2815735	0.6506891	0.7888395	0.1042911	0.1741636	0.2538154	0.3762328	0.7559416	0.4854089	0.4743221	0.0041119	0.0102365	0.6474695	0.0009141	0.2865838	0.0311694	0.0883041	0.1786473	0.6695046	0.5774134	0.6138873	0.6931665	0.0000000	0.6033269	0.3343708	0.0007665	0.0139970	0.4354037	0.5159862	0.2799184	0.1820736	0.2337544	0.0263919	0.3838424	0.5571417	0.0598888	0.6262508	0.3261989	0.0160531	0.5510090	0.5958921	0.6535871	0.2931065	0.0939265	0.7473286	0.6400344	0.3416868	0.5109830	0.0192580	0.0000000	0.0467825	0.3717328	0.5747822	0.3194170	0.4106835	0.2082059	0.3605978	0.6774568	0.7010459	0.6175300	0.5464693	0.0647526	0.3370690	0.5245880	0.6297425	0.4419892	0.2454613	0.2685005	0.4261166	0.0650109	0.6758052
0.5111392	0.5631823	0.6222925	0.0339281	0.0624427	0.0014498	0.0000561	0.5927426	0.0000000	0.5654600	0.1021015	0.0101481	0.1718064	0.2457866	0.3409792	0.2601642	0.7678129	0.0673520	0.7561027	0.2074015	0.4453641	0.4950970	0.3055806	0.5269392	0.5368016	0.2588529	0.4864213	0.3679774	0.5872237	0.7702782	0.0073119	0.7480793	0.2127871	0.3339128	0.0000000	0.0000000	0.0168511	0.2096380	0.4897578	0.5456634	0.0001973	0.5913491	0.1967207	0.7370582	0.2229123	0.0709668	0.0411509	0.5426856	0.2723728	0.6716868	0.3059525	0.0380424	0.6308783	0.2927673	0.0018847	0.0182370	0.5031794	0.0000000	0.0399408	0.0000000	0.0000021	0.0294360	0.4469780	0.5282011	0.7078280	0.6327857	0.5268583	0.0000000	0.6597095	0.6117812	0.6517655	0.7351224	0.2459050	0.3744335	0.6100028	0.1145361	0.5060815	0.4297362	0.0319418	0.0000000	0.0000000	0.0000000	0.0000000	0.0009443	0.6953515	0.2441985	0.4776484	0.6267368	0.4938883	0.4858946	0.0339801	0.2857037	0.6497263	0.5376978	0.6107528	0.1213645	0.1731199	0.3336391	0.0494052	0.6503747
0.3961365	0.4480723	0.5200738	0.5718330	0.2102360	0.4824835	0.1662751	0.0426591	0.5584152	0.5534630	0.0034122	0.0663788	0.1151583	0.0470596	0.7184975	0.2521888	0.4445814	0.0012369	0.6075060	0.5400234	0.1007242	0.0041569	0.2044119	0.4048688	0.1185492	0.0817127	0.7629033	0.0486701	0.3964350	0.2874451	0.6830114	0.4040333	0.0095097	0.4070995	0.3257084	0.3955049	0.0727125	0.7243068	0.0093989	0.0033001	0.0003781	0.6425789	0.1792929	0.4505772	0.0000000	0.0854299	0.7610443	0.6337372	0.6255425	0.6255178	0.3208270	0.0000000	0.5520822	0.0000000	0.0099569	0.0269756	0.4233397	0.6161804	0.3912063	0.4150882	0.2463894	0.0527740	0.0277627	0.5400174	0.0860491	0.7599882	0.5360061	0.0000075	0.2801940	0.4736166	0.6216484	0.3579493	0.4879348	0.5145826	0.5794206	0.2768495	0.6207087	0.3196257	0.0000000	0.0000396	0.4050135	0.2894187	0.3600362	0.5356498	0.1279450	0.3927947	0.6468413	0.4597938	0.6969304	0.5592737	0.0804135	0.4641806	0.0918519	0.4194439	0.3519888	0.2784115	0.0735869	0.3858104	0.0000000	0.6226487
0.3993353	0.6941254	0.4554890	0.6826823	0.6286357	0.4494975	0.3354139	0.5970624	0.6163481	0.5816000	0.5894701	0.0242684	0.0045607	0.1013168	0.4257065	0.4772080	0.4885522	0.4435831	0.3519191	0.5704459	0.1386820	0.5364096	0.0950448	0.5998257	0.0769440	0.0871568	0.1119903	0.0460823	0.4771069	0.2694430	0.5314092	0.5952523	0.6570823	0.5362517	0.4960540	0.6571773	0.4396637	0.5094545	0.0216372	0.0217558	0.0141964	0.6992488	0.1579747	0.0000000	0.3049177	0.0000724	0.6418940	0.5588113	0.3664601	0.7139720	0.3219781	0.0377132	0.7167186	0.4457236	0.0002929	0.0069727	0.5279919	0.2116050	0.5560470	0.2135266	0.5533684	0.0005255	0.4704671	0.6549564	0.0718784	0.7711191	0.3433949	0.0156134	0.0178874	0.5738050	0.5924908	0.2098462	0.0932569	0.5888486	0.5157755	0.0000000	0.6258025	0.0718368	0.0208156	0.0553571	0.0000000	0.4702021	0.0030464	0.8016645	0.2629165	0.1090418	0.6450752	0.1628725	0.6471130	0.0000000	0.0000000	0.0000000	0.2198210	0.1310488	0.2880362	0.1112246	0.0942853	0.2628765	0.0260276	0.7188498
0.5039000	0.7200476	0.5165538	0.1285065	0.0000000	0.3474229	0.0000979	0.6396996	0.0981888	0.0611210	0.5050547	0.0015774	0.0047372	0.0000051	0.6031060	0.5179786	0.6541649	0.0000000	0.1583799	0.0215366	0.0866815	0.0014211	0.2581210	0.2774145	0.2621734	0.2423108	0.2567001	0.0174358	0.4316975	0.4096394	0.0772339	0.3257987	0.6849639	0.5218286	0.0003240	0.0343933	0.0017566	0.0002636	0.0546343	0.0127110	0.0203695	0.6077534	0.5908440	0.6521259	0.0854826	0.0000000	0.2239374	0.5352756	0.3006028	0.6079658	0.3775508	0.0101792	0.6394756	0.7777893	0.0016579	0.0023543	0.5107914	0.3100179	0.5032771	0.4150817	0.0019122	0.0153659	0.3689870	0.5862534	0.3923007	0.5950384	0.0058566	0.1028911	0.6537582	0.0000000	0.6046033	0.5716093	0.5754282	0.6606289	0.6402888	0.2566733	0.5306353	0.1169272	0.0224456	0.0287659	0.2574513	0.0134532	0.3679030	0.0760832	0.0000000	0.3441658	0.5404542	0.6561360	0.5452422	0.6561439	0.0355854	0.2389555	0.5072835	0.0000000	0.2812308	0.1761392	0.0000000	0.2991500	0.0654754	0.5957361
0.6131395	0.0683441	0.3053583	0.3461738	0.4398134	0.0133522	0.2768717	0.4062566	0.1892788	0.0000000	0.3836047	0.4239163	0.0056130	0.4001671	0.6876513	0.1651195	0.4866021	0.4004164	0.1954258	0.1082276	0.1179644	0.2239736	0.3593986	0.6461538	0.0000000	0.4427117	0.1786536	0.3796030	0.2301302	0.6827109	0.2538711	0.3331825	0.0439531	0.1113612	0.2108784	0.6790223	0.6515680	0.1533739	0.4718609	0.0049126	0.0183904	0.6937758	0.6149092	0.4763598	0.4094994	0.0022618	0.5649302	0.1532301	0.0507642	0.5533086	0.0683393	0.0137490	0.7666894	0.6019692	0.4891363	0.1245363	0.5984278	0.2649249	0.5296183	0.4841570	0.0457438	0.0431491	0.2832481	0.0288488	0.1417020	0.7218364	0.0643055	0.0027075	0.4802033	0.7073192	0.0627159	0.3056912	0.6586811	0.3861199	0.5331481	0.7129784	0.4006486	0.6616655	0.0165647	0.0000000	0.7176122	0.0443705	0.4340603	0.2640773	0.5697050	0.6379058	0.3805441	0.2954269	0.0014589	0.5756512	0.2772956	0.2031948	0.3981562	0.6726153	0.0508478	0.0767806	0.7683405	0.7125485	0.2639524	0.7321949
0.0000000	0.0000000	0.0000000	0.0000000	0.6140899	0.4669867	0.1923994	0.2057701	0.0000000	0.5939570	0.0000757	0.0691485	0.5363329	0.0140637	0.1797688	0.0009982	0.1296467	0.0519414	0.0000000	0.0242136	0.6664144	0.5787369	0.6753736	0.5984717	0.7281179	0.4356511	0.1451121	0.0000000	0.0048950	0.7667032	0.0000000	0.6564236	0.0000000	0.6070314	0.0000000	0.2005456	0.0000000	0.0000000	0.4395568	0.4084411	0.6821833	0.2593927	0.4899514	0.5768515	0.7184850	0.6283019	0.3798298	0.1284689	0.0000000	0.3492470	0.0606284	0.5998223	0.2158536	0.3320948	0.6550576	0.0000000	0.3373381	0.6323737	0.6161094	0.4240534	0.0724528	0.6812409	0.1400556	0.0000000	0.6731962	0.4566593	0.0000000	0.6505228	0.5744464	0.5893115	0.6627613	0.6572505	0.6567737	0.2590700	0.3700237	0.2229482	0.0000000	0.7307761	0.5277839	0.7468832	0.5921665	0.0000000	0.7191309	0.1769852	0.6462544	0.2954612	0.2933406	0.7005184	0.0985652	0.0000000	0.3369635	0.7100792	0.5269003	0.6962560	0.7135155	0.7152841	0.5691484	0.6202084	0.4178931	0.2890529
0.6470639	0.6304436	0.5607091	0.5461135	0.5584588	0.0014432	0.0380710	0.6282765	0.7006577	0.3413062	0.6409127	0.0000003	0.0000090	0.5105111	0.6223179	0.7116697	0.4001376	0.7794773	0.3626339	0.4057751	0.1477910	0.2899098	0.1063156	0.4898389	0.0730008	0.1177445	0.5285161	0.0069398	0.5502755	0.1774062	0.6914298	0.3323364	0.0121183	0.5928784	0.6044869	0.3981977	0.1098810	0.5932749	0.0935671	0.0009286	0.0192845	0.7044645	0.0647555	0.6579823	0.2095012	0.0620852	0.5842730	0.6594110	0.1921422	0.5978359	0.5048283	0.0014204	0.7409386	0.3619875	0.0078848	0.0571700	0.5318345	0.2891531	0.7173442	0.3734872	0.1124331	0.0180348	0.3598677	0.6002681	0.0542180	0.5714493	0.2865100	0.0000394	0.2361955	0.8066299	0.6500471	0.2091653	0.3002665	0.6621906	0.5431371	0.1471945	0.6483944	0.2961423	0.0048605	0.0369434	0.2589215	0.5197109	0.3974147	0.4229468	0.2945002	0.2942617	0.6578839	0.1953665	0.5785905	0.2367712	0.0439151	0.1916119	0.1943171	0.2787905	0.3716402	0.0625459	0.2315925	0.3249056	0.0510163	0.6517336
0.0000000	0.0000000	0.1371607	0.3130457	0.2608734	0.2723575	0.0071219	0.6771038	0.4150744	0.6283183	0.3857277	0.1372974	0.2937367	0.0056264	0.8385094	0.0045083	0.0000000	0.4577744	0.2996715	0.6451985	0.2496384	0.4955146	0.0000000	0.2361688	0.6273091	0.5474049	0.2860141	0.3873762	0.3275035	0.5709484	0.2817807	0.4436349	0.0144893	0.2782026	0.2496378	0.6459363	0.5213885	0.3786696	0.1246815	0.0352378	0.3176363	0.4694638	0.4178563	0.6142891	0.7422403	0.1082847	0.6288061	0.0000000	0.0040197	0.4736082	0.0043465	0.6064783	0.2509003	0.7567483	0.6648681	0.4520701	0.0000233	0.4389659	0.4790525	0.5713787	0.0003453	0.2052945	0.3694306	0.0000000	0.1284581	0.2478249	0.3637786	0.0016356	0.0000000	0.3825827	0.0000000	0.1477201	0.5521677	0.5148847	0.0000000	0.4759988	0.0000000	0.6263556	0.6668590	0.0003319	0.2530695	0.4600134	0.6517258	0.2400716	0.0197740	0.7029696	0.5001699	0.0866914	0.0271158	0.6877722	0.7289884	0.7000540	0.0466728	0.5386439	0.0002585	0.1168933	0.6589349	0.4242711	0.6557366	0.0000000
0.0001716	0.1508896	0.5247548	0.0633311	0.4313580	0.0001457	0.6169368	0.6575824	0.6899617	0.0619565	0.0000887	0.0011677	0.1701181	0.6385955	0.5953943	0.5956487	0.6981639	0.5510895	0.0019057	0.0176105	0.5807837	0.2493723	0.1644662	0.4411453	0.6154853	0.2832822	0.1757806	0.2523501	0.6456441	0.6262122	0.0010316	0.5933372	0.5302672	0.0223796	0.0095303	0.5720383	0.4931116	0.0012079	0.0275407	0.0002933	0.0570462	0.5981384	0.0000000	0.1801958	0.1578909	0.0586585	0.6087897	0.0156435	0.5171913	0.6480525	0.5043006	0.5915644	0.0233297	0.4228916	0.4375664	0.0139331	0.2260510	0.6235864	0.6711293	0.2435123	0.4685129	0.6703241	0.5376010	0.0139807	0.0000000	0.1518929	0.6358015	0.1729979	0.2125478	0.6012292	0.1589020	0.5668227	0.6825165	0.6114924	0.5164935	0.7095954	0.2644697	0.7146930	0.4453977	0.0000000	0.6345958	0.6274700	0.0000000	0.0149985	0.0000000	0.6573582	0.4178840	0.0970142	0.0027033	0.4283931	0.2224501	0.4739059	0.0000000	0.3042760	0.4474357	0.3456253	0.6958553	0.6306379	0.2899051	0.5270090
0.5675134	0.5524328	0.5990171	0.5821604	0.4678045	0.4515849	0.3869740	0.6191010	0.3414173	0.5858179	0.1025960	0.0385160	0.0486796	0.0511718	0.0000000	0.3976893	0.4535559	0.6184701	0.2866673	0.5105242	0.0065680	0.5732465	0.0000000	0.3535062	0.1084156	0.0054382	0.1681486	0.2694327	0.6572498	0.2397332	0.1529276	0.3018416	0.1925853	0.1264727	0.3799691	0.2664056	0.0500793	0.6989575	0.1776332	0.0073529	0.0214083	0.6509293	0.0196508	0.0945134	0.2111374	0.0000000	0.4890564	0.4963108	0.4097343	0.6784059	0.4651550	0.0108397	0.6846115	0.0000000	0.0006146	0.0045417	0.6065691	0.2770794	0.4810482	0.3356166	0.0760911	0.0231290	0.3700568	0.5537016	0.0488923	0.6318511	0.4025134	0.0363372	0.2805814	0.5782758	0.5890727	0.2913683	0.4605422	0.5658006	0.6048028	0.1346743	0.6244960	0.2302804	0.0000000	0.0000000	0.3913272	0.2226046	0.2462214	0.2981708	0.1721300	0.2768804	0.6295348	0.6562199	0.7769534	0.5805824	0.0356551	0.2451635	0.0000000	0.4763972	0.6635848	0.1677323	0.2870920	0.2475906	0.0053360	0.6850301
