YCR065W	YLR228C	YGR288W	YDR026C	YDR049W	YGL209W	YMR280C	YGL035C	YJL089W	YPL248C	YLR377C	YDR009W	YBR019C	YBR020W	YBR035C	YDR277C	YBR050C	YHR043C	YHR062C	YER023W	YFL054C	YLL043W	YDR516C	YDL151C	YMR202W	YDL149W	YNL117W	YER065C	YBR101C	YLR042C	YHR092C	YJR095W	YLR044C	YHR094C	YEL069C	YOL126C	YKR075C	YKR097W	YMR011W	YBR126C	YIL162W	YDR345C	YMR087W	YMR086CA	YLL066C	YDR317W	YDL245C	YEL070W	YAR009C	YLL065W	YDR040C	YER190W	YNL339C	YCR018CA	YCR019W	YJL155C	YNL107W	YBR022W	YDL110C	YNL012W	YOR144C	MAL61	YGR173W	YDR070C	YDR499W	YIL089W	YEL056W	YLR457C	YNL108C	YML067C	YJL199C	YDR088C	YNL013C	YBR021W	YDR038C	YLR161W	YLR080W	YNR081W	YPL043W	YDL025C	MEL1	YOR076C	YJR010CA	YDR356W	YDR491C	YLR128W	YDL031W	YCL044C	YGR102C	YHR109W	YOL014W	YGR172C	YEL057C	YLR127C	YEL061C	YGR287C	YDR083W	YLR459W	YOR119C	YHL010C
0.7783147	0.5882068	0.6140528	0.0296651	0.5506514	0.0000000	0.5583374	0.0000000	0.3212492	0.6652469	0.5631214	0.0806297	0.4653926	0.5838397	0.0020719	0.6460360	0.6523936	0.5595208	0.6031745	0.5593521	0.6193735	0.1428136	0.3870268	0.0000000	0.4529705	0.3644734	0.4073961	0.2850104	0.5636188	0.6588089	0.6962477	0.0108238	0.4139687	0.5455800	0.6536686	0.0657431	0.6159998	0.5571508	0.0000000	0.0000000	0.0000000	0.6436196	0.3441409	0.0714066	0.3877671	0.6368153	0.6350613	0.2084311	0.4166496	0.6372195	0.4023427	0.0030708	0.3186426	0.0169530	0.6345371	0.0164578	0.0363717	0.0000000	0.4245017	0.5601433	0.6602850	0.6654093	0.3722882	0.0000000	0.4345171	0.2877679	0.7423186	0.3494583	0.3688227	0.6605047	0.1564919	0.3948815	0.0598460	0.7594166	0.3492860	0.6481335	0.6554845	0.5709621	0.0000000	0.5772885	0.0234132	0.6858178	0.2280467	0.3137763	0.5773282	0.0489464	0.2283366	0.6166975	0.1609274	0.1176704	0.6412971	0.8076427	0.3272328	0.3944572	0.7302584	0.0413088	0.5108123	0.6293935	0.6857312	0.6570614
0.5339108	0.5503811	0.7358824	0.0566570	0.7045712	0.0559044	0.0107352	0.7498249	0.0167224	0.3028047	0.4007005	0.3040790	0.5259450	0.2006135	0.4701734	0.5781668	0.0013022	0.6673871	0.6648576	0.6111986	0.0281945	0.0014989	0.5411055	0.6390639	0.0661760	0.2668116	0.0000000	0.0032913	0.0597060	0.1506659	0.0000000	0.6853450	0.1988780	0.5777494	0.2655712	0.5808290	0.6078920	0.2601278	0.6235118	0.0001723	0.7049008	0.3761330	0.2622328	0.1224324	0.2756146	0.0420885	0.7514924	0.1905184	0.3006037	0.3324640	0.3590284	0.2569249	0.0000000	0.0000000	0.6607980	0.1176131	0.0585301	0.2139483	0.5284903	0.4784657	0.7014837	0.6486323	0.7712505	0.2497758	0.2598256	0.1160672	0.7167695	0.7010198	0.3207767	0.2518601	0.2694065	0.3906764	0.0000000	0.3305907	0.2978754	0.7914416	0.0501331	0.4706930	0.5714351	0.6711492	0.0000000	0.7167967	0.0232896	0.4525850	0.5449187	0.5982288	0.2022592	0.4377003	0.5058698	0.2908042	0.5791477	0.6935646	0.5041111	0.6154040	0.6499008	0.0970946	0.6610765	0.5737466	0.6943352	0.6243644
0.6075197	0.5593700	0.6564278	0.0833005	0.6084185	0.0606354	0.0206699	0.2001789	0.0160502	0.1234640	0.6697839	0.6196108	0.6308755	0.2385302	0.0103737	0.6893082	0.3744851	0.4556514	0.7475972	0.5160831	0.0580788	0.2347962	0.6192682	0.5713110	0.2627121	0.0133813	0.0000000	0.2817946	0.0455055	0.4182602	0.4010954	0.7958026	0.3612756	0.1786777	0.4904310	0.0901051	0.0037857	0.1004138	0.6305933	0.0030664	0.1774154	0.3859829	0.0554513	0.3460457	0.3289635	0.5321815	0.4713234	0.0173279	0.0008523	0.5048707	0.0365784	0.5315637	0.1841652	0.7128202	0.6250552	0.1076787	0.0690714	0.3332717	0.4803649	0.5580544	0.6606163	0.1472212	0.0027763	0.0023646	0.2202388	0.3118306	0.4764226	0.3584508	0.5197987	0.6949323	0.2988314	0.2856415	0.2919852	0.5671129	0.5879644	0.7577835	0.0008204	0.1958276	0.0332069	0.6713924	0.0000000	0.6581447	0.2944390	0.3899473	0.0588645	0.5995115	0.1979214	0.5582008	0.4076466	0.0000000	0.5938530	0.5974483	0.5419439	0.6589886	0.6579754	0.0872188	0.4609056	0.0154170	0.5941603	0.6528532
0.1539287	0.0187916	0.4520579	0.5117475	0.6838017	0.7083002	0.4124084	0.3041016	0.3928256	0.0094015	0.5088664	0.1518184	0.4060852	0.0000000	0.5458456	0.0003048	0.2152061	0.0686128	0.7340277	0.5444903	0.5852057	0.0004702	0.7717734	0.6564723	0.3926058	0.2347944	0.4650870	0.5733189	0.0000966	0.0000101	0.5844592	0.0000000	0.2798446	0.0535430	0.4010269	0.4711242	0.6177844	0.2566138	0.4802776	0.0006768	0.5983634	0.0339875	0.0647519	0.6923818	0.0541419	0.0015423	0.4004629	0.3559138	0.0448302	0.1308365	0.1164620	0.5963268	0.2260469	0.3124575	0.0680087	0.4695787	0.0535092	0.5942347	0.3047203	0.4874140	0.4867353	0.2752771	0.2788189	0.6055375	0.2126236	0.5484115	0.6735637	0.2541156	0.6617796	0.0007641	0.5474122	0.5441682	0.5446669	0.0001485	0.7070086	0.6330094	0.0000502	0.0884412	0.3167230	0.5815325	0.2140414	0.6298129	0.5976891	0.3703824	0.1518169	0.0579680	0.6905911	0.2537861	0.7528250	0.4254894	0.7233620	0.4972125	0.6180848	0.4562485	0.7222882	0.3800618	0.5107507	0.1576576	0.0241161	0.5625123
0.6684797	0.4637910	0.5963092	0.0401104	0.7172556	0.0846904	0.1523089	0.0212757	0.1222345	0.8002726	0.2717006	0.1235152	0.8601812	0.4701782	0.6808558	0.6662256	0.1172524	0.7608464	0.3899549	0.6529638	0.6674981	0.3488376	0.0137549	0.6894688	0.0528075	0.0000000	0.1081888	0.0956986	0.1070186	0.6743056	0.4995745	0.5401034	0.4409676	0.7235465	0.6977618	0.0173124	0.2685564	0.6773701	0.3821099	0.6827895	0.7237935	0.6202093	0.7094956	0.1061540	0.4827461	0.0000000	0.6881311	0.1225217	0.1790704	0.6630250	0.3859140	0.0937234	0.1416350	0.3571316	0.5535596	0.0298592	0.0052551	0.0000000	0.3779638	0.6108955	0.5314455	0.1475147	0.4091869	0.3419736	0.2745577	0.2993958	0.7165188	0.7020847	0.5253478	0.7479405	0.2503568	0.3170644	0.2807985	0.4507532	0.2437672	0.6926483	0.7936649	0.5730626	0.0569678	0.6830094	0.0712594	0.6556945	0.0666885	0.0000000	0.6856335	0.3973793	0.0000000	0.5895154	0.0664191	0.4637252	0.4217392	0.6164869	0.2173279	0.5357125	0.6274553	0.0788261	0.4940082	0.0001441	0.6657712	0.6826755
0.7447635	0.5444418	0.6751656	0.0000000	0.0000000	0.0203876	0.0134929	0.0006612	0.0088324	0.6326050	0.7010084	0.1173334	0.4528002	0.7247338	0.8060927	0.7247402	0.0212940	0.5301795	0.3064783	0.6704300	0.6950778	0.0971266	0.6423902	0.4814348	0.0398998	0.2356047	0.6041574	0.0277548	0.4917090	0.7210753	0.5216525	0.7345722	0.6027078	0.3336540	0.0383215	0.6752247	0.0000798	0.0003024	0.7587585	0.5473966	0.5319410	0.6142276	0.3647807	0.0630402	0.3397928	0.0000000	0.6663114	0.8015540	0.2570181	0.5036083	0.6814812	0.7045543	0.4396964	0.6085133	0.4149428	0.0159794	0.0665466	0.1350047	0.5419799	0.6440085	0.6135131	0.2849075	0.3095749	0.2935080	0.0000000	0.2601040	0.5887279	0.2346553	0.4472962	0.3296359	0.2284375	0.3919906	0.2618931	0.5189178	0.5946592	0.6874518	0.5217709	0.6568515	0.0111800	0.5529289	0.0574880	0.6991771	0.0015833	0.1907203	0.6611262	0.1676023	0.0000000	0.7094094	0.2011956	0.1293886	0.5891105	0.6512392	0.3677277	0.7078170	0.8368406	0.0045728	0.4400121	0.3198940	0.6787548	0.6812878
0.6868485	0.6144616	0.6374495	0.0633882	0.6528017	0.0405541	0.0057881	0.0074345	0.0049745	0.0005698	0.0084057	0.6904677	0.5932009	0.6417098	0.1228818	0.1361875	0.0088691	0.5874342	0.3730277	0.6950105	0.5766713	0.5484437	0.5850287	0.0055969	0.6511473	0.0005808	0.6155022	0.7910683	0.2696104	0.7226799	0.7572170	0.6376379	0.5526832	0.7738353	0.7533710	0.1171122	0.4773718	0.1166997	0.5063613	0.6434777	0.2330828	0.7204822	0.0010301	0.6704664	0.6876530	0.7148530	0.5896644	0.0695197	0.0084386	0.4337980	0.0185714	0.7366910	0.0295501	0.0000000	0.4127513	0.0000000	0.0920242	0.7349732	0.3589498	0.5078919	0.6738234	0.1191459	0.1107117	0.2613046	0.0008519	0.0030214	0.1445605	0.8438272	0.3655876	0.2390424	0.1911034	0.4951067	0.1152742	0.5697136	0.2441750	0.7271900	0.0001981	0.4167713	0.2537411	0.5730133	0.6621541	0.6774586	0.0004219	0.2083728	0.0000000	0.0000000	0.3505405	0.4920904	0.0000000	0.3010645	0.6610159	0.0015948	0.5411468	0.5483770	0.7037514	0.0502829	0.4967072	0.0008762	0.2075089	0.7066847
0.6190182	0.6302992	0.5865510	0.0000000	0.0000000	0.0370668	0.0021295	0.3036613	0.0143677	0.0007158	0.0000555	0.7581783	0.7825300	0.6280172	0.0000000	0.2410414	0.5279629	0.7019532	0.5302075	0.5491203	0.5124162	0.1796411	0.4045045	0.0000000	0.0663284	0.2359721	0.1871411	0.5722848	0.0015545	0.3205426	0.2855445	0.7203760	0.5579726	0.7419213	0.2542217	0.0012284	0.5072837	0.6244107	0.6831036	0.4989218	0.1628421	0.0279012	0.2299672	0.6199465	0.4264867	0.5822935	0.6442381	0.0636482	0.0033202	0.4842091	0.0366163	0.5063188	0.0919038	0.3718868	0.3609758	0.0064247	0.0335060	0.2031043	0.3927378	0.6712315	0.6715389	0.1944555	0.1214567	0.1496157	0.0000000	0.2293115	0.0004690	0.7140256	0.4350827	0.6271736	0.1692062	0.0393807	0.2641832	0.0324643	0.3721331	0.6471870	0.1131574	0.0087487	0.3753180	0.7641534	0.6391043	0.7339114	0.5229397	0.3452157	0.0006346	0.5800665	0.1692276	0.6652693	0.4962265	0.1885138	0.6561584	0.1625473	0.6306057	0.2932576	0.6309889	0.0012915	0.7996012	0.3588925	0.0017195	0.7261078
0.1584131	0.4010472	0.6171933	0.3905833	0.7105423	0.0782674	0.0231701	0.4562361	0.3051900	0.0052040	0.2086972	0.2110915	0.6136718	0.6163670	0.6528781	0.0726038	0.3841212	0.5345840	0.5796700	0.4835312	0.1642464	0.0028972	0.0019004	0.3045116	0.6204342	0.6863400	0.7455120	0.1514549	0.0011988	0.0156777	0.2326311	0.4176155	0.3395382	0.3926292	0.2354433	0.2362446	0.0940601	0.5999808	0.6868528	0.2361891	0.5646107	0.3856776	0.0627181	0.0506260	0.1033609	0.2969770	0.1293773	0.7021851	0.0389116	0.4411709	0.3405962	0.3313610	0.1594454	0.5947371	0.3077597	0.3177197	0.0452064	0.2654377	0.4256790	0.4761090	0.5750300	0.8135954	0.0000078	0.5582061	0.2244463	0.3180241	0.0000598	0.4500396	0.0043582	0.0789543	0.0824111	0.5275767	0.4194196	0.1669905	0.0619081	0.5117613	0.1167721	0.2634683	0.0379819	0.6003562	0.3614866	0.7360693	0.0053673	0.6328586	0.0000113	0.0645798	0.3337215	0.2998708	0.6545359	0.2155207	0.6154109	0.0011761	0.7333551	0.3854427	0.5232170	0.1006736	0.4824701	0.1170790	0.5171754	0.6450619
0.0000000	0.3276268	0.0000000	0.4267831	0.5447146	0.5998033	0.4658953	0.6265198	0.3554328	0.0045803	0.5891761	0.0003450	0.4536380	0.5521659	0.7497017	0.0000000	0.0563111	0.2542243	0.6270414	0.4745849	0.5425677	0.0016983	0.3728418	0.3853066	0.2066045	0.6037237	0.1931050	0.4701614	0.0869211	0.1171413	0.0662830	0.0516340	0.0524436	0.0216395	0.2685161	0.0771146	0.6660392	0.6010292	0.6959008	0.0000564	0.4854790	0.0915207	0.0490393	0.6968746	0.7500444	0.1575662	0.4657020	0.5217529	0.5690493	0.0008159	0.4925300	0.2119817	0.5610665	0.4427577	0.4158649	0.8140550	0.6371705	0.6347895	0.0000000	0.1810542	0.5843796	0.4286819	0.0000371	0.2430993	0.1317383	0.4699204	0.0000049	0.4294995	0.3510028	0.0000000	0.6255805	0.6606272	0.6616433	0.0000127	0.1466573	0.1389810	0.0002017	0.0471986	0.4084124	0.4589066	0.1869395	0.5331916	0.6286501	0.1560373	0.0002268	0.0311709	0.0000000	0.0301184	0.6068579	0.6922652	0.0000000	0.6970408	0.6059230	0.4169490	0.3727252	0.0000000	0.2631763	0.0741460	0.6383540	0.7683332
0.2093292	0.0765163	0.5601233	0.3681726	0.6264770	0.5234735	0.1926416	0.9348693	0.1287267	0.0002720	0.3070791	0.2638922	0.4040828	0.6529888	0.7344934	0.0012389	0.4905937	0.3020655	0.7468962	0.0977269	0.6862825	0.0003236	0.2046571	0.3279793	0.4244502	0.6020757	0.2178920	0.2388570	0.0463830	0.1490999	0.3481674	0.4787685	0.4844990	0.0229279	0.0245266	0.0918545	0.6723325	0.0631589	0.5848920	0.0051846	0.5743473	0.0000000	0.3840939	0.6615824	0.6201666	0.1915665	0.3047187	0.4326716	0.4159493	0.7466741	0.0135113	0.7520303	0.0000000	0.6394123	0.5725452	0.0388420	0.0000000	0.6700612	0.1332035	0.2492729	0.5075024	0.4549953	0.0000008	0.3545019	0.7181698	0.0000000	0.0003178	0.5469280	0.5550088	0.7678610	0.2243822	0.0000000	0.2621583	0.0005804	0.1340791	0.5914987	0.6356175	0.2439486	0.2722889	0.4214869	0.7035503	0.6519960	0.6896218	0.5679998	0.0005233	0.4235141	0.4992037	0.2759464	0.6090983	0.2613874	0.6212855	0.0580935	0.4550870	0.5001835	0.6506469	0.2470092	0.4387948	0.0436073	0.0000103	0.6499713
0.7409631	0.5498167	0.5438165	0.0136479	0.3676533	0.0147745	0.3678080	0.0003129	0.4324602	0.6536981	0.5091392	0.0422572	0.6832112	0.6740427	0.0001383	0.5891473	0.0065757	0.5937016	0.3104545	0.6773327	0.4836595	0.6189982	0.0005502	0.6647421	0.0515572	0.2165313	0.5271578	0.5184930	0.6270845	0.7936927	0.6541852	0.0104686	0.1906394	0.6952797	0.6045426	0.0799979	0.0062788	0.4778504	0.3869224	0.0529675	0.2127751	0.6504646	0.3736035	0.3257976	0.6443102	0.2083591	0.3241495	0.7181588	0.2601193	0.5685225	0.5434785	0.0787180	0.4323455	0.0386663	0.5276019	0.0784876	0.0783400	0.1485685	0.7417158	0.6468496	0.5754092	0.0007340	0.4278115	0.1012706	0.0000098	0.0483084	0.8785382	0.2342024	0.4206106	0.5526705	0.2041413	0.2782838	0.1475905	0.4736813	0.6795136	0.6765119	0.4901705	0.4366014	0.0126693	0.6426920	0.0733535	0.5598193	0.0028880	0.2570277	0.5140256	0.0285008	0.0299161	0.5455167	0.0000000	0.1668724	0.6474430	0.7177049	0.2322695	0.4623206	0.6032434	0.0000000	0.5136480	0.5114892	0.6728511	0.5855588
0.6518770	0.6483085	0.6148106	0.0438146	0.6161508	0.0492363	0.2141425	0.6508819	0.2237989	0.0015486	0.3997629	0.4168103	0.6260924	0.6254841	0.5875644	0.0004722	0.0000357	0.6790642	0.5951795	0.5077174	0.4867730	0.0686719	0.5181470	0.1443719	0.3551010	0.7266613	0.0617904	0.3804665	0.0002420	0.4717717	0.1549098	0.0528175	0.4619701	0.4404094	0.2165380	0.1223345	0.1142929	0.6775334	0.6991056	0.0000937	0.6390728	0.0189109	0.3573891	0.5471983	0.2051496	0.6554608	0.6512976	0.8234038	0.1070980	0.4238483	0.2504973	0.4681086	0.0430571	0.3922222	0.6858906	0.1320277	0.0539538	0.5314966	0.5193684	0.6479819	0.6522958	0.4510038	0.0000169	0.1456724	0.0000676	0.0324232	0.1404690	0.5631966	0.4515008	0.3397295	0.0000000	0.3129503	0.3106522	0.4060734	0.3468658	0.6128568	0.0000946	0.0010926	0.0119776	0.5965075	0.6681842	0.6431885	0.0012822	0.3251025	0.0587665	0.1084316	0.2831686	0.4991108	0.7171506	0.2829737	0.6960867	0.0001069	0.4119716	0.4406054	0.7488251	0.0559251	0.4971099	0.1403587	0.3252798	0.6777482
0.4947142	0.5304114	0.6765149	0.1237473	0.6990289	0.1619209	0.3963908	0.0323314	0.3606507	0.1061257	0.0474469	0.5600674	0.2230768	0.6654324	0.3107520	0.6499325	0.6223992	0.7207828	0.5202290	0.5405185	0.6684616	0.3439038	0.1065459	0.2936905	0.6894096	0.3063914	0.4784507	0.1342090	0.0560563	0.4121649	0.1994021	0.0284815	0.4702615	0.0000000	0.4701473	0.4395785	0.9002480	0.0685784	0.7587965	0.2407124	0.2026336	0.5584336	0.1017796	0.3360099	0.4308269	0.0953024	0.7753188	0.4143680	0.0029872	0.4854033	0.3852377	0.0000000	0.2827474	0.0000000	0.1190304	0.1505552	0.1078081	0.4187976	0.3264777	0.5289064	0.6342885	0.0065485	0.0032783	0.3514976	0.0254501	0.3317177	0.5587379	0.7091852	0.1218958	0.1392494	0.4726686	0.4297286	0.3838443	0.0612343	0.2079824	0.6167863	0.0040095	0.2402958	0.3953442	0.4886187	0.4769120	0.7532629	0.7994267	0.5658701	0.0516329	0.0096919	0.3595049	0.5820795	0.4093527	0.2169720	0.4773580	0.5887115	0.6588709	0.5305278	0.7673577	0.0045470	0.4684184	0.7607572	0.6768734	0.6629723
0.5849038	0.6315041	0.5500220	0.0611215	0.5239768	0.0871353	0.4029649	0.6238275	0.2735576	0.2034542	0.6091806	0.3863377	0.6486051	0.5852333	0.0307902	0.6487311	0.0430612	0.6975119	0.7122057	0.1221374	0.4904206	0.2989305	0.0382186	0.6270748	0.2774230	0.1598725	0.5945318	0.4708650	0.0479712	0.5591697	0.1271774	0.0762258	0.1331299	0.7058307	0.2935862	0.2202396	0.0416182	0.0090384	0.6436884	0.0000714	0.2396004	0.0000000	0.1007965	0.0456611	0.4344548	0.6881586	0.6183687	0.1513473	0.3896151	0.4895008	0.0279633	0.4705996	0.0000000	0.4954749	0.6655455	0.1176449	0.0572919	0.2059198	0.3379525	0.5825911	0.6399861	0.5410848	0.0968033	0.2472659	0.0017140	0.2465636	0.5806782	0.6455332	0.2759606	0.7895752	0.2223345	0.5650981	0.3590560	0.2233454	0.3431794	0.6415934	0.1020186	0.4463015	0.2794155	0.6370746	0.0637635	0.5120251	0.0002171	0.3584011	0.2487760	0.0351672	0.2765026	0.5821932	0.6699275	0.1447840	0.5028821	0.6609097	0.3373339	0.4873616	0.6646276	0.1115169	0.6246295	0.0000065	0.6254445	0.7371613
0.5940235	0.6668099	0.5670250	0.0204975	0.0207981	0.0379278	0.2811880	0.7095813	0.6472761	0.0017691	0.1988278	0.3872166	0.7138323	0.5075187	0.0046373	0.0002388	0.0011937	0.5464680	0.5401887	0.6311350	0.0018276	0.1197206	0.0045818	0.0000012	0.5807224	0.6702456	0.4388368	0.1971770	0.0000159	0.5489933	0.0000000	0.0063185	0.0023390	0.5305292	0.2242703	0.0256754	0.0591847	0.7642029	0.5967774	0.0006387	0.5825526	0.0085335	0.4149452	0.5415447	0.6918995	0.2148117	0.7148023	0.1680674	0.0008975	0.3632027	0.4199795	0.5200745	0.1786449	0.0000000	0.3329147	0.0288601	0.0344124	0.5111557	0.4494925	0.5668798	0.6537853	0.5294299	0.3374169	0.0244361	0.0001862	0.1001482	0.5948778	0.0000000	0.7388313	0.2984481	0.1108649	0.3752532	0.0000000	0.0000648	0.3443669	0.7291934	0.0000002	0.0035505	0.0149239	0.6896383	0.0000000	0.6042193	0.0921657	0.2641904	0.0000720	0.0023552	0.1674847	0.5646325	0.6255508	0.3842291	0.5634169	0.4417875	0.5695411	0.0886556	0.6635048	0.0008868	0.4462089	0.0000966	0.0002307	0.7559496
0.5560095	0.6071887	0.7461224	0.0267888	0.1883438	0.0000000	0.0000000	0.1975693	0.5861484	0.0438566	0.1060365	0.6620547	0.0000000	0.6609197	0.0028418	0.2874818	0.0000000	0.3210804	0.5156111	0.2440878	0.2165581	0.0059509	0.3988346	0.2153006	0.6342465	0.0889534	0.0000000	0.7097630	0.5404511	0.6303374	0.3607036	0.7009127	0.1139660	0.2898578	0.6980528	0.3893135	0.1012363	0.1065535	0.0148066	0.0000000	0.4187589	0.5143300	0.6981613	0.3887467	0.1952428	0.7398333	0.5568966	0.0008281	0.0008658	0.2887314	0.5793702	0.6367806	0.1643380	0.0447576	0.4722644	0.0869556	0.0448198	0.0254869	0.3291744	0.4693622	0.6389984	0.1410245	0.0005227	0.1399343	0.0000642	0.2855813	0.1020528	0.7065676	0.2857929	0.3612969	0.2831878	0.5443206	0.3548150	0.0039702	0.3397888	0.5624981	0.4189523	0.2845463	0.4135067	0.5545956	0.5900382	0.6804169	0.0000000	0.5487806	0.1834753	0.0189245	0.3037048	0.5664335	0.6251326	0.3302651	0.6988384	0.0325418	0.5278773	0.0563766	0.5329159	0.0001595	0.4744526	0.0001339	0.4630390	0.6767094
0.6733665	0.7731857	0.6484243	0.0149698	0.6725606	0.0314425	0.6904403	0.0007493	0.5793961	0.6668974	0.3870782	0.1479882	0.6363348	0.5296015	0.0405600	0.6160597	0.0068870	0.4654125	0.5921909	0.5940918	0.2075432	0.3304054	0.5671293	0.5476045	0.3342472	0.0016116	0.2999169	0.5997070	0.7615032	0.6741948	0.6334759	0.0184649	0.4046348	0.4898378	0.0000000	0.0630835	0.1324230	0.5892310	0.3361412	0.7204245	0.0029410	0.6550616	0.7433790	0.4463707	0.6119328	0.5612768	0.6819551	0.0004512	0.4100311	0.5183712	0.2636681	0.0000000	0.2860192	0.0203842	0.2048738	0.1040511	0.0746857	0.0751422	0.6099546	0.5408499	0.5217537	0.1493675	0.6399058	0.2368914	0.5011103	0.3091304	0.6039955	0.6642083	0.4921413	0.5960387	0.2212572	0.3147958	0.1405143	0.4964818	0.5970279	0.6586688	0.6288918	0.7195683	0.5399536	0.6211811	0.0814840	0.6054370	0.6188813	0.1088103	0.8951555	0.0023173	0.1352520	0.5585921	0.0000000	0.2378958	0.5625098	0.6617308	0.2711779	0.2428709	0.7200201	0.0022091	0.5285290	0.0000476	0.6992088	0.6785552
0.6836302	0.5988240	0.6664762	0.0139627	0.1947487	0.0411195	0.7543868	0.0374101	0.4986912	0.5511944	0.3105619	0.1564945	0.0176511	0.0889862	0.0019735	0.7288089	0.0041970	0.3491931	0.6030216	0.1781199	0.2729686	0.3876755	0.7772480	0.6374622	0.5972490	0.1017293	0.4442178	0.5423011	0.1460017	0.2952168	0.1079461	0.0285688	0.6212826	0.7288269	0.7243717	0.5567166	0.0001117	0.5154423	0.4909271	0.2077762	0.0204424	0.6708009	0.4217814	0.4081390	0.4228647	0.3764502	0.3183317	0.0025316	0.1410424	0.7198039	0.0126984	0.0169755	0.3977206	0.0071498	0.3687568	0.0083696	0.0000850	0.1971892	0.6974873	0.5520177	0.5866287	0.0008555	0.4016698	0.2411289	0.7616207	0.0000000	0.5804644	0.6702881	0.3207909	0.3743239	0.2441248	0.3401692	0.1073947	0.6673945	0.4115354	0.6773835	0.7008217	0.4968353	0.0161746	0.6229405	0.0000000	0.6200282	0.0030139	0.1423758	0.5792462	0.0333703	0.2659610	0.6551695	0.2088670	0.2291884	0.5509478	0.7473631	0.3286448	0.2174514	0.6556456	0.0692224	0.4581021	0.0031129	0.6673196	0.7500978
0.6395742	0.6387946	0.6095809	0.0548471	0.7495598	0.0067649	0.0865962	0.1139309	0.0964324	0.0009442	0.6269138	0.2441781	0.7753106	0.6405268	0.2059682	0.2082204	0.4615582	0.6366347	0.8054801	0.6188252	0.6617060	0.3638328	0.3285677	0.7317031	0.0991624	0.0302821	0.4280705	0.1513505	0.0145261	0.2895492	0.2946637	0.7053856	0.0003599	0.2207380	0.3526811	0.2003093	0.0782844	0.7369382	0.0538599	0.0083636	0.4701485	0.5637334	0.3571562	0.6991922	0.6488297	0.5597151	0.4392840	0.0030889	0.0051153	0.6833347	0.6996996	0.5466273	0.0000000	0.7075639	0.2096518	0.0151060	0.0497856	0.6580524	0.4164873	0.6065381	0.7054786	0.0625293	0.0000376	0.2132008	0.0002155	0.3197248	0.1631052	0.4734292	0.5005749	0.2716192	0.0000000	0.3678852	0.1361642	0.0000086	0.5633726	0.8279028	0.1880760	0.0011315	0.0087366	0.6532233	0.5891600	0.7820958	0.6753733	0.0556942	0.1538516	0.0305983	0.3394724	0.6832797	0.0736336	0.1160679	0.5396494	0.1398601	0.0868084	0.6030115	0.6990775	0.0011458	0.6233651	0.0210379	0.0079923	0.6197509
0.5673487	0.5968949	0.6580518	0.1096030	0.5614154	0.0609117	0.0062895	0.5657115	0.2810434	0.0232236	0.4434377	0.3183473	0.2499569	0.5908700	0.0850352	0.2629944	0.6472739	0.2434561	0.6556676	0.6202119	0.2665691	0.0007958	0.0494741	0.2387760	0.4436955	0.2509022	0.0000000	0.5477297	0.0491627	0.3475990	0.0356654	0.0633364	0.0236088	0.1537761	0.1875743	0.0274348	0.0812151	0.7048335	0.6353742	0.4309634	0.2320416	0.3343205	0.7129787	0.7173386	0.4338072	0.4972786	0.7283266	0.1927896	0.3795020	0.7451640	0.0016558	0.6624111	0.0000000	0.0509065	0.6166638	0.1247104	0.0000000	0.6106555	0.4592074	0.4842952	0.6057600	0.6504700	0.0025518	0.2357061	0.0434217	0.0000000	0.0299128	0.5183315	0.3730877	0.4060163	0.1178959	0.2770101	0.3550173	0.0046381	0.5703263	0.7271822	0.4325708	0.1216560	0.0033000	0.6343829	0.5898411	0.6373681	0.0023318	0.3484072	0.0011764	0.0490490	0.2196208	0.5368216	0.6495103	0.3602967	0.8670857	0.1494445	0.4740169	0.4164902	0.6057223	0.0841171	0.5497449	0.3215317	0.6224554	0.7304795
0.6942815	0.5129506	0.6125290	0.0607787	0.5621399	0.0043355	0.0005830	0.0010978	0.0853241	0.0547799	0.5864820	0.4182881	0.6950688	0.7312341	0.3975070	0.5700124	0.3883519	0.0000000	0.3130612	0.6812103	0.0001312	0.5870603	0.3026485	0.0004529	0.3600030	0.7671418	0.0000000	0.6261506	0.4776003	0.6589221	0.6691387	0.0000000	0.5204521	0.0141283	0.5629162	0.0000057	0.6874164	0.7286922	0.0096259	0.4085775	0.6491338	0.4720671	0.1555183	0.0744257	0.2600824	0.6667263	0.7523934	0.0000352	0.3577893	0.3857994	0.6438268	0.7715483	0.1437161	0.5825706	0.6774164	0.0563041	0.0000124	0.4397048	0.6370373	0.5388939	0.7092206	0.1013373	0.0024666	0.2320700	0.3051849	0.2998749	0.1633975	0.1423606	0.5952262	0.5137600	0.0000000	0.4054604	0.3167874	0.0419462	0.7009350	0.6105179	0.5928922	0.4597996	0.0048680	0.5356559	0.1593950	0.7035300	0.0000678	0.2777079	0.5494166	0.5043584	0.1571386	0.5986722	0.5888667	0.2522738	0.7289999	0.5262535	0.3236962	0.5846498	0.6781349	0.0005077	0.5408182	0.0000913	0.6612177	0.7463088
