YMR043W	YAL051W	YLR131C	YOR140W	YGR044C	YCR018C	YDR146C	YKL185W	YCR097W	YCL066W	YJL194W	YFR017C	YJL160C	YKL163W	YJL159W	YKL178C	YER078WA	YER079W	YOR138C	YER078C	YMR165C	YKR040C	YKR042W	YLR079W	YNL327W	YJL077WB	YDL179W	YNL328C	YGL201C	YMR262W	YML125C	STA3	YJL080C	YGR086C	YIL069C	YGL028C	YKL164C	YIL158W	YMR261C	YJL078C	STA2	STA1	YNL160W	YPL187W	YBR070C	YIL122W	YBR071W	YJL200C	YGL227W	YNL079C	YNL078W	YJL198W	YKR097W	YBR157C	YGL008C	YLR105C	YGL089C	YLR286C	YGR041W	YNL146CA	YNL289W	YGR189C	YDL127W	YJL196C	YLR438CA	YBR158W	YFL022C	YPL025C	YPL024W	YOR236W	YDR452W	YNL145W	YER188CA	YNL241C	YIL099W	YJR044C	YLR439W	YER190W	YLR066W	YNL335W	YIL009W	YJL207C	YKL079W	YER127W	YGL226CA	YER074WA	YNR062C	YPL262W	YPR113W	YGL140C	YDR112W	YDR389W	YNR063W	YDR397C	YGL139W	YNL097CA	YNL238W	YPL050C	YLR194C	YPL044C
0.0898414	0.6978361	0.6032746	0.0010894	0.6302129	0.0661021	0.3599913	0.6062058	0.3102926	0.3160273	0.5238535	0.1777745	0.6667799	0.4823191	0.7502488	0.0024171	0.0605337	0.5423843	0.2374284	0.4997072	0.1279903	0.4839829	0.0045424	0.0002176	0.3577841	0.6132458	0.1641031	0.6742202	0.6477678	0.0224164	0.4709891	0.3947368	0.7363325	0.1764098	0.4332361	0.2673625	0.0397295	0.0527312	0.5585401	0.5483453	0.3436884	0.1244143	0.0388509	0.1873330	0.3414830	0.4581840	0.7218299	0.3428129	0.5030629	0.1261011	0.5237480	0.7137870	0.5609483	0.3356014	0.5863607	0.4892022	0.5092225	0.4397867	0.4473066	0.5928503	0.6449998	0.1874585	0.6172070	0.0175769	0.5685390	0.3253915	0.5055003	0.2101821	0.0884713	0.0544330	0.7151245	0.6067673	0.6367644	0.4854201	0.0025118	0.6659046	0.6437050	0.0307197	0.6678869	0.6462277	0.2444473	0.1911093	0.1987169	0.1108686	0.5263888	0.3199045	0.2239959	0.0000949	0.0019467	0.2548002	0.2090287	0.0000000	0.6356898	0.5730755	0.3667130	0.3621934	0.1288821	0.5544200	0.3992545	0.6679365
0.0000030	0.5560566	0.0015094	0.0899390	0.0000325	0.7060343	0.5171312	0.3454810	0.4411803	0.3892287	0.0932476	0.2566433	0.3326187	0.4801782	0.1293929	0.4514908	0.0000000	0.0000017	0.0479823	0.3749406	0.0000023	0.4546525	0.3179758	0.7030700	0.0139115	0.7234430	0.6499821	0.7309602	0.3918368	0.2902860	0.5804539	0.4633018	0.7247777	0.5492215	0.6831953	0.6090660	0.2892666	0.0533590	0.3046889	0.2181846	0.5279793	0.7778747	0.0381384	0.0596020	0.2725137	0.4705513	0.5707867	0.6206515	0.0000652	0.1619369	0.5440691	0.5842620	0.0627961	0.4711997	0.0427020	0.0628456	0.3428097	0.5108615	0.6670661	0.4892677	0.7094564	0.3973022	0.0328582	0.4346555	0.4433524	0.0810031	0.3199450	0.2810642	0.1019768	0.6883565	0.4077022	0.3043896	0.0001560	0.0849486	0.0006682	0.0076233	0.0003882	0.4515286	0.0000740	0.6526804	0.7332367	0.1372750	0.5051615	0.6052285	0.7565461	0.7337572	0.1213960	0.0101473	0.6299623	0.1417676	0.9176520	0.6246686	0.6913987	0.2853989	0.4782599	0.0002766	0.3545337	0.6992929	0.3300556	0.0030021
0.0984423	0.6970920	0.0271848	0.3031971	0.0201709	0.6852210	0.4107529	0.2510512	0.6386981	0.5962331	0.5493640	0.2231726	0.0000000	0.5783595	0.6987106	0.7653951	0.4274317	0.0122379	0.1011810	0.3943553	0.0026155	0.4343885	0.2987866	0.4248002	0.0071190	0.6426384	0.5259021	0.4525952	0.3511501	0.4714772	0.6736131	0.4703334	0.1994774	0.1172763	0.2850572	0.5352986	0.0000000	0.0044558	0.3921450	0.2163787	0.6820714	0.2020061	0.0248009	0.1017273	0.0531544	0.2413779	0.7425010	0.3119809	0.6899373	0.0000673	0.7045146	0.6768368	0.2052538	0.1020739	0.5934267	0.2218923	0.5058360	0.2413355	0.0588917	0.3546228	0.5384131	0.3404912	0.4499858	0.3956901	0.4975041	0.1562024	0.6000353	0.0725632	0.3901037	0.6866418	0.5443158	0.2787032	0.6030593	0.0027421	0.1498207	0.5204815	0.0518602	0.1057747	0.3828540	0.5596862	0.2760391	0.3525318	0.6978881	0.3620938	0.3317522	0.7507376	0.0986697	0.0188126	0.1582164	0.3825660	0.7283867	0.5139550	0.0391911	0.4442416	0.2614325	0.0010334	0.5393893	0.3188168	0.0990726	0.4695699
0.0004477	0.7546180	0.0012794	0.2273730	0.0245596	0.2754347	0.7228337	0.0084324	0.4700059	0.3159252	0.0018807	0.2876213	0.5175172	0.7381260	0.6711297	0.0171803	0.7697541	0.0056434	0.0000000	0.6832671	0.0000814	0.3529969	0.4539634	0.5645157	0.0155291	0.3691145	0.5663990	0.5041902	0.6737937	0.4676374	0.2814245	0.5787666	0.2647203	0.0011233	0.7332862	0.3632870	0.2493683	0.5998562	0.1982689	0.4523207	0.6540570	0.0007148	0.0434733	0.0291282	0.0208245	0.3178612	0.7545747	0.6155305	0.2384422	0.0002479	0.0000704	0.0849758	0.7105254	0.6069745	0.0013948	0.4069325	0.0000505	0.0000000	0.5617888	0.3614393	0.2390695	0.7340568	0.0495765	0.0001849	0.5240412	0.0102324	0.4317301	0.0027844	0.2174116	0.3783044	0.0005300	0.3526294	0.0018728	0.0119525	0.7156508	0.0001524	0.8647125	0.2443773	0.6815215	0.0000000	0.4439944	0.1288611	0.0000000	0.0000000	0.6439285	0.7228248	0.6591944	0.0001426	0.0001251	0.0396144	0.5325756	0.7788532	0.2801963	0.4609904	0.5875732	0.5358063	0.1357347	0.5172604	0.2812544	0.0000758
0.0000000	0.3537649	0.3230664	0.0014398	0.6669623	0.0133541	0.7655459	0.3575225	0.0000000	0.6921653	0.6072123	0.3366159	0.7227540	0.6447526	0.7391053	0.0000000	0.2660543	0.6292984	0.2211868	0.1892120	0.3032403	0.6295802	0.4525003	0.1923449	0.1968242	0.8646848	0.3962347	0.4987992	0.4109740	0.0956543	0.0966592	0.2821727	0.6120254	0.4789347	0.4138710	0.3442513	0.0000000	0.1059809	0.1479983	0.4111042	0.5286949	0.4094397	0.0003170	0.7914042	0.1591669	0.3914771	0.6797544	0.1745024	0.1835925	0.4277314	0.1385156	0.6680296	0.0589296	0.4050401	0.4954339	0.5379768	0.5237942	0.4422739	0.3027612	0.6042884	0.6337616	0.1959985	0.5026118	0.0000000	0.6240829	0.0000000	0.4304556	0.4843518	0.0975479	0.0058294	0.7786499	0.2766777	0.2901894	0.0220583	0.1358576	0.1874485	0.0964875	0.2587050	0.6788990	0.0626065	0.5587106	0.1761652	0.5790067	0.3054892	0.6397099	0.8064474	0.7430048	0.0155719	0.0867339	0.0781857	0.5248379	0.3449266	0.6697247	0.4704468	0.5391368	0.1753569	0.0758195	0.5031942	0.0000000	0.0000000
0.5421838	0.0000000	0.3481224	0.6192996	0.0035004	0.3677580	0.0394391	0.4066482	0.7348799	0.5654344	0.1893266	0.0000000	0.6675659	0.5666839	0.5959741	0.3387274	0.5878480	0.4949104	0.4790991	0.1601400	0.0000398	0.4756312	0.1810822	0.2387907	0.6915962	0.2421809	0.0126897	0.5233676	0.4643738	0.0454033	0.1361776	0.6055702	0.5297000	0.5236851	0.0000000	0.0012425	0.2219631	0.6527671	0.3697111	0.2293075	0.6516932	0.2364348	0.4004554	0.5749210	0.5259056	0.6551462	0.5222112	0.0036680	0.5504371	0.2441473	0.6792351	0.3993971	0.0065035	0.1275832	0.3762037	0.4584026	0.4145321	0.6777012	0.6632844	0.5546448	0.4264038	0.0002550	0.7828896	0.5294455	0.4832836	0.5270184	0.0005889	0.2227309	0.1586053	0.6150433	0.1633578	0.2244965	0.5554064	0.1556009	0.0000419	0.5047183	0.6553507	0.3604347	0.0000000	0.4698870	0.0592993	0.8007521	0.4827426	0.3117389	0.6609678	0.1363708	0.0012645	0.6660096	0.5603747	0.6897413	0.0011678	0.1517977	0.0038348	0.5620578	0.1259545	0.1350874	0.2234326	0.1268331	0.6825471	0.6340661
0.0000859	0.8083842	0.0023868	0.6961616	0.1950195	0.1976359	0.6423224	0.1032645	0.6372544	0.4895874	0.1580166	0.3798641	0.5960664	0.4344735	0.3620819	0.6425338	0.6416361	0.6344004	0.3653002	0.4793198	0.1732818	0.0000409	0.5932155	0.7459560	0.0183290	0.2356216	0.2615774	0.7563066	0.4123008	0.2222542	0.2679167	0.5678154	0.0003103	0.0259970	0.6589446	0.0038499	0.2355122	0.5952789	0.2146389	0.7021195	0.5101421	0.1843188	0.0017811	0.0464415	0.0182405	0.2118996	0.3612662	0.5879928	0.0000000	0.2374233	0.5096553	0.6636339	0.6787957	0.5532038	0.6265747	0.5164947	0.3738401	0.6026331	0.6335568	0.6735248	0.5927234	0.0069312	0.0310627	0.6031009	0.4485185	0.0253977	0.6653987	0.5799194	0.5419129	0.0465741	0.1213821	0.5247563	0.0015445	0.0715347	0.0710284	0.0000399	0.0002086	0.6145662	0.1013783	0.1725169	0.3815180	0.1889761	0.3326072	0.3533587	0.7552100	0.3816288	0.5259178	0.0346399	0.0000555	0.0138949	0.4737968	0.6721544	0.4708253	0.4938738	0.6010998	0.0000735	0.2554584	0.6698345	0.2920951	0.1019916
0.0005413	0.6404016	0.0004092	0.7610732	0.0000000	0.7506892	0.0000000	0.0009171	0.2644791	0.5746348	0.6319925	0.0493538	0.4951390	0.3784235	0.0466192	0.0000629	0.0000000	0.0484942	0.6788070	0.0000015	0.0000000	0.6924255	0.7100365	0.4342049	0.0000000	0.2076196	0.2708001	0.7092966	0.7414286	0.3175113	0.2192263	0.1320090	0.3165620	0.2862710	0.3834457	0.2265231	0.5221519	0.2218344	0.6982093	0.0000476	0.5973346	0.1020936	0.7797436	0.4986860	0.5522201	0.5123491	0.0000080	0.7047334	0.0000907	0.0012178	0.6630991	0.7231770	0.6500392	0.0000491	0.0002391	0.0714663	0.0940406	0.6882790	0.6939740	0.0002717	0.5452466	0.1304945	0.3581884	0.6921614	0.0287560	0.6563825	0.1595355	0.6457664	0.4859504	0.6043757	0.4977657	0.0006676	0.0000376	0.0002538	0.6233918	0.6237419	0.0042008	0.2617931	0.5019334	0.0000000	0.0000000	0.4895571	0.7965486	0.4845383	0.0000000	0.6706434	0.7356158	0.0441969	0.0000545	0.7337765	0.4933104	0.6768150	0.7165196	0.0000000	0.7747266	0.0000646	0.6914292	0.0000000	0.0000000	0.0002984
0.0656620	0.1460760	0.0436893	0.3142489	0.2717846	0.1476645	0.5199927	0.3654058	0.6731068	0.4454156	0.3322528	0.1241479	0.6517109	0.4167585	0.7205215	0.5729071	0.6383519	0.0470185	0.3502648	0.2662111	0.6210323	0.6301142	0.0925208	0.3071705	0.0178340	0.4799478	0.3640909	0.6379160	0.6948374	0.5869966	0.3457066	0.6028075	0.2434478	0.2323922	0.1964870	0.7553062	0.2324746	0.0103139	0.4094323	0.4862009	0.5740845	0.0007936	0.0346846	0.0995646	0.2379748	0.2084887	0.6462301	0.2591944	0.0040168	0.2794844	0.5218122	0.6064658	0.7277283	0.3007854	0.0035735	0.4595939	0.1084484	0.7312799	0.5993958	0.3173343	0.0119840	0.0968843	0.5455905	0.0031467	0.5895830	0.0399791	0.2488637	0.4094496	0.3175696	0.2383111	0.4758507	0.2935923	0.4633645	0.0261081	0.0781413	0.0912427	0.1656243	0.2142587	0.5247090	0.7603796	0.3847243	0.3473629	0.6338797	0.0000000	0.5042023	0.6554283	0.3831635	0.4324145	0.1390751	0.2311632	0.2516065	0.0000000	0.0000000	0.2761058	0.3308234	0.4543647	0.3723460	0.6341477	0.3335015	0.4124672
0.0470482	0.6818414	0.0351930	0.2698807	0.4668609	0.0356817	0.4423185	0.0047935	0.6657016	0.4990998	0.5556241	0.0000000	0.3709313	0.5845322	0.7106997	0.7491226	0.4432273	0.1625422	0.1291805	0.2463233	0.1167123	0.6380533	0.4950484	0.6529000	0.0405267	0.2199266	0.3543312	0.7603004	0.4429602	0.0844638	0.4869428	0.3502294	0.1694765	0.1998025	0.6368291	0.6801227	0.2469556	0.5981976	0.3697323	0.2739827	0.6369731	0.5870254	0.0005711	0.2054708	0.0228052	0.6663012	0.6348403	0.5389720	0.1957760	0.0024982	0.0369108	0.7146286	0.5258312	0.2684963	0.3421746	0.6172961	0.5449345	0.6618052	0.0000000	0.4559191	0.5793484	0.6482273	0.4429017	0.0037826	0.6933874	0.0170332	0.2644117	0.6324578	0.6741110	0.0503077	0.3589597	0.2560810	0.0474286	0.0011381	0.3945166	0.5636397	0.0567558	0.2668445	0.6106824	0.6071372	0.2608141	0.0473868	0.6047524	0.4156349	0.6173385	0.5780893	0.0743104	0.0098479	0.3784261	0.2482204	0.4001533	0.7145917	0.0000000	0.2834755	0.5176976	0.0059397	0.3383897	0.4640905	0.3571308	0.6878580
0.0000557	0.6927708	0.0025361	0.4160296	0.4449891	0.5069277	0.0362731	0.2012551	0.4314715	0.3151068	0.0822505	0.0033291	0.6087987	0.3249148	0.0000005	0.4895933	0.5678929	0.0016357	0.0000000	0.5840249	0.0019316	0.7202395	0.6384373	0.3282940	0.6433458	0.5844615	0.7845690	0.4831923	0.4657759	0.0513480	0.3825524	0.4337060	0.0002084	0.8091836	0.4017542	0.2252299	0.3111803	0.7907059	0.6620853	0.0000354	0.5514649	0.0010229	0.6240830	0.6491439	0.2898311	0.5335239	0.1130916	0.5729887	0.0000669	0.0032630	0.5712567	0.7184075	0.7410844	0.3238118	0.4254049	0.3888312	0.5978040	0.2864656	0.6845867	0.0005270	0.6110820	0.1091305	0.6953163	0.4270856	0.5790764	0.7858110	0.0022576	0.0445160	0.0553282	0.2182552	0.4249821	0.0053082	0.0006561	0.0000360	0.0730953	0.0001951	0.8224268	0.2995338	0.6701255	0.6853218	0.1961954	0.5982339	0.7751186	0.0000000	0.0614987	0.5870481	0.7969327	0.0150908	0.1684431	0.6697512	0.6200078	0.7968612	0.5254196	0.4788354	0.3884325	0.0000088	0.5965713	0.0302825	0.1713883	0.6904844
0.0000084	0.5881432	0.0007854	0.3287478	0.0182326	0.7270401	0.4829487	0.1201422	0.7591497	0.5826380	0.4841816	0.0043964	0.2548380	0.7495154	0.3772622	0.7344037	0.5073331	0.7424405	0.4926881	0.6197327	0.1304626	0.3846227	0.4282393	0.8078319	0.0000000	0.5243485	0.7098155	0.1624552	0.5963642	0.4016739	0.3236030	0.4544278	0.0000058	0.3403123	0.4397847	0.0014425	0.4102047	0.4891703	0.3880063	0.2140885	0.6410117	0.6434119	0.0426616	0.2023666	0.0751638	0.7050202	0.6964212	0.0002675	0.0088302	0.0007134	0.0001480	0.8090614	0.6682825	0.3807250	0.4261935	0.0171297	0.4458441	0.5398395	0.7086688	0.2919443	0.0004240	0.0808455	0.3923092	0.6039047	0.6285662	0.0869221	0.7391494	0.0545329	0.5045480	0.6428537	0.0015638	0.2515036	0.0000899	0.5287449	0.0513302	0.1533938	0.5911743	0.4702479	0.3751604	0.5894537	0.6832140	0.3183940	0.6833775	0.6564898	0.3537861	0.0000000	0.7354214	0.0294703	0.0000508	0.1266304	0.4016164	0.6973283	0.9588501	0.1984894	0.2470997	0.0000069	0.4523981	0.4942329	0.4416360	0.0829223
0.0084670	0.6056548	0.0022576	0.6380038	0.0197394	0.6630888	0.4157778	0.0098209	0.6289129	0.5105435	0.6972315	0.0002958	0.6534530	0.1814602	0.1268411	0.0002103	0.0000000	0.0001965	0.2074703	0.2970204	0.0640136	0.3757417	0.6917296	0.6952393	0.0098374	0.1103035	0.4663316	0.5823539	0.6534557	0.2412216	0.4735658	0.5487816	0.0468840	0.5644336	0.6729870	0.7056803	0.2129882	0.1993998	0.3963715	0.2027903	0.5405665	0.0000926	0.0283868	0.5428901	0.0478026	0.7517379	0.4160708	0.5560376	0.0022536	0.0000792	0.0059815	0.2735468	0.7703457	0.2251105	0.2467472	0.0363616	0.4795281	0.1796329	0.7562712	0.2391669	0.1409676	0.3643662	0.2801644	0.6282581	0.5297834	0.0915036	0.6760575	0.7912638	0.2623541	0.6550977	0.2068287	0.5780550	0.0052996	0.0000850	0.6729227	0.0623999	0.3073867	0.7912258	0.4087456	0.7257776	0.5753308	0.2931130	0.6971743	0.3051938	0.4517103	0.1445855	0.2971647	0.0384756	0.0002323	0.1871713	0.2438887	0.6910334	0.2507233	0.2252330	0.7177333	0.7393286	0.4987566	0.4206016	0.0000607	0.0806136
0.0000365	0.5856965	0.0003558	0.6690335	0.0000006	0.8116181	0.7312495	0.0000281	0.0113998	0.0022281	0.1526460	0.0022839	0.6344058	0.3749471	0.6330187	0.7073172	0.6197366	0.0000075	0.3224905	0.7094908	0.4163280	0.0000000	0.3574967	0.5590769	0.0064399	0.6441853	0.6205735	0.6965944	0.3899540	0.6885978	0.1798235	0.0000000	0.0558379	0.0000583	0.5363127	0.0015314	0.0258085	0.1672066	0.0460657	0.5562017	0.0001142	0.0619387	0.0306372	0.5142644	0.0261184	0.5558973	0.3815478	0.6580323	0.0025644	0.0000419	0.2937593	0.4947767	0.4826044	0.4317054	0.3232289	0.4974604	0.4853070	0.6457074	0.6542810	0.2422754	0.6755519	0.3966133	0.0516487	0.1078807	0.6463311	0.0386265	0.3779311	0.2248165	0.8366222	0.2367074	0.0653879	0.6937122	0.6770931	0.0002720	0.0769999	0.0967329	0.0004799	0.5831524	0.1897942	0.3539757	0.3453965	0.0000000	0.6472112	0.6762892	0.3860612	0.4673951	0.1964079	0.0205414	0.0000332	0.0000000	0.6188432	0.6238838	0.7579263	0.3851960	0.4703849	0.0000520	0.2535500	0.5949220	0.1750504	0.3025385
0.0976197	0.5273790	0.1485130	0.4196172	0.4469140	0.0026348	0.1511592	0.0720233	0.2178913	0.1722663	0.5411537	0.3226962	0.6903076	0.5080543	0.5003281	0.0050149	0.5859734	0.0179056	0.2308804	0.1718201	0.0059558	0.1992743	0.1220197	0.0034872	0.1198411	0.6426368	0.0808158	0.5892289	0.7390861	0.5447569	0.1485802	0.3201559	0.5035780	0.2014821	0.3701623	0.4607022	0.5014420	0.0785272	0.1165759	0.2375867	0.1949592	0.2743150	0.0046479	0.0884816	0.0099520	0.0000000	0.2161529	0.5842033	0.6502567	0.6358800	0.0363725	0.6190225	0.7243226	0.4359630	0.2507327	0.4730340	0.3841649	0.6781493	0.6701399	0.1802185	0.7296324	0.0106474	0.4494958	0.0097441	0.5647858	0.2141651	0.0643028	0.5239193	0.1501833	0.0535004	0.0007234	0.8165185	0.4680709	0.0256721	0.6560654	0.3601845	0.2112949	0.1062455	0.7379051	0.6384465	0.2309044	0.6075628	0.4944139	0.5618585	0.1434177	0.7400851	0.3362762	0.0191112	0.0009040	0.7399226	0.0275517	0.7011860	0.8521624	0.0285593	0.3355508	0.0439481	0.0000000	0.7294835	0.3435185	0.5896447
0.1193059	0.6939327	0.0784423	0.6545984	0.0943247	0.6921288	0.1536531	0.5029572	0.3217893	0.2896124	0.0026048	0.1896259	0.3971977	0.3999460	0.3516984	0.5126885	0.2557780	0.0018904	0.6759383	0.5643565	0.5465220	0.1867996	0.7059633	0.3725322	0.1281391	0.6342259	0.5771641	0.7084204	0.3402687	0.4822130	0.7290598	0.5231590	0.6934185	0.4896856	0.6702820	0.6761121	0.4959117	0.0163733	0.6635154	0.0196475	0.3823912	0.6710404	0.0212517	0.0783829	0.2743397	0.4135664	0.4177680	0.1934512	0.5986937	0.1415809	0.5451606	0.6140137	0.5652292	0.2782451	0.6458610	0.3633707	0.5096320	0.5727111	0.6097559	0.3420008	0.1338994	0.6189455	0.1946425	0.0217826	0.4689870	0.6192142	0.6760757	0.3652636	0.0000000	0.2933922	0.6205766	0.2068457	0.2235577	0.5542208	0.1111893	0.2633829	0.4051841	0.4280495	0.0185097	0.2033799	0.0973757	0.3761815	0.0000000	0.6929043	0.6140175	0.0000000	0.4122260	0.0019029	0.0438952	0.5712621	0.1656536	0.5118392	0.3614694	0.0568047	0.1715447	0.0141192	0.7193056	0.1987523	0.6387549	0.5185981
0.0000000	0.5329559	0.0000000	0.7525249	0.0000000	0.1522534	0.4954100	0.2704168	0.6795797	0.4758596	0.3223039	0.2873928	0.6836309	0.5109823	0.0000000	0.0000000	0.1626165	0.0000000	0.0000000	0.3703539	0.0000000	0.0043295	0.6620487	0.6228015	0.0159878	0.0000000	0.3834507	0.6736511	0.4213604	0.4934342	0.3161402	0.1018508	0.2922001	0.5791290	0.3748845	0.0000000	0.1879498	0.0046446	0.2912363	0.2145838	0.4563520	0.0132831	0.0000000	0.0686802	0.2485636	0.4808822	0.3749438	0.0000000	0.4532769	0.6026424	0.0078710	0.3933276	0.8195402	0.3974301	0.6639737	0.6167773	0.4605663	0.6698454	0.0901536	0.3926230	0.2080650	0.3005684	0.1266821	0.0150168	0.4184042	0.0157224	0.5960899	0.2921828	0.4192187	0.7404953	0.7908500	0.2859317	0.0000000	0.4365453	0.0007112	0.6679489	0.0000000	0.1582115	0.0000000	0.3041868	0.5441962	0.0000000	0.1196270	0.2032340	0.4102746	0.4084897	0.7113145	0.0070204	0.2117895	0.1158467	0.2385733	0.6652327	0.6664691	0.6956470	0.7195567	0.8277304	0.3501870	0.7141678	0.2537298	0.0000000
0.0621764	0.7763463	0.2468637	0.6356592	0.4890041	0.4533041	0.0000000	0.7223264	0.1951653	0.1320552	0.1748368	0.2170380	0.7477233	0.7744062	0.7800242	0.0042001	0.3857385	0.0908082	0.4884418	0.3983136	0.0000000	0.7619452	0.0525212	0.0000000	0.6464870	0.5877142	0.0115127	0.6995887	0.3499787	0.3271959	0.1052987	0.3182000	0.0000000	0.2711479	0.8030853	0.0152342	0.1573784	0.1018949	0.4967460	0.2009991	0.2108170	0.6639089	0.5293576	0.0828614	0.4358798	0.3190143	0.4939765	0.4326369	0.0753363	0.1623141	0.6522199	0.0000000	0.7292044	0.0575248	0.3164156	0.4106833	0.0862813	0.4284323	0.0000000	0.1008103	0.7096921	0.0000000	0.2311959	0.3629156	0.6622411	0.1576132	0.3160750	0.6399412	0.0556916	0.0000000	0.6496405	0.0014293	0.5599505	0.0582741	0.0932381	0.6132943	0.5838066	0.4441651	0.6364134	0.7165240	0.5854717	0.6999304	0.0299295	0.2940292	0.0000000	0.6741393	0.3433139	0.0241032	0.2250446	0.7217158	0.1686017	0.7640690	0.7345614	0.0000000	0.3502792	0.5413654	0.6598994	0.7541740	0.7739233	0.5281929
0.0581775	0.5742242	0.0840048	0.0000000	0.5933163	0.4069964	0.2351477	0.4464656	0.4394593	0.6945628	0.0318295	0.0071189	0.6313836	0.3655323	0.4908412	0.0018186	0.6532258	0.5708987	0.4251609	0.1343709	0.0108074	0.5645856	0.3470815	0.1720815	0.0516111	0.7523660	0.2806991	0.3020621	0.4285464	0.2050912	0.0253475	0.4274939	0.5184698	0.4639923	0.4764031	0.6727862	0.5870805	0.0076476	0.6304881	0.6489532	0.4237070	0.3345589	0.0531603	0.2478372	0.2471297	0.0000000	0.5506954	0.5319871	0.1338687	0.2935082	0.2029630	0.2863471	0.4348781	0.0777071	0.6505434	0.4404700	0.4752443	0.4609074	0.4499411	0.2228339	0.6183026	0.0261615	0.5116642	0.0035943	0.5106872	0.3403092	0.8704032	0.1028808	0.3478793	0.1087837	0.5573320	0.1007618	0.5881662	0.0023196	0.0689668	0.6336659	0.2737746	0.3897781	0.7163629	0.7042298	0.1475337	0.5909455	0.2271708	0.5709000	0.2193945	0.7348119	0.1110926	0.0000000	0.0017043	0.5125766	0.0479011	0.2940212	0.0176677	0.0736626	0.2502698	0.1643365	0.3701382	0.7153852	0.6286090	0.5563170
0.0005354	0.7348555	0.2327414	0.0017753	0.5733785	0.0802512	0.7225777	0.0168301	0.5832182	0.5395924	0.0000015	0.3932809	0.6320779	0.3777423	0.4771312	0.2780559	0.5597809	0.4879469	0.3002794	0.2728580	0.1956235	0.6246407	0.0001093	0.7154308	0.0976284	0.7225905	0.3146252	0.1797098	0.6334424	0.3907874	0.2919858	0.4501407	0.7769996	0.4983469	0.5435969	0.1929265	0.0125708	0.1189958	0.0000000	0.5507273	0.5347975	0.0001611	0.0250838	0.1482273	0.0126675	0.2683252	0.7318382	0.8240946	0.0084711	0.6113932	0.0425510	0.6725824	0.6465688	0.4808248	0.2753755	0.6283570	0.1454317	0.6202494	0.5921573	0.6468054	0.4443404	0.4553416	0.7446210	0.2025273	0.6494474	0.0838691	0.2417033	0.1661647	0.4252617	0.0264038	0.0001756	0.2557202	0.1730526	0.0079707	0.4719403	0.1751830	0.1977258	0.5170907	0.5871775	0.1173822	0.6145619	0.2039836	0.5649367	0.6128755	0.4373411	0.5951821	0.0000000	0.0180607	0.0000000	0.1558025	0.3658578	0.3917858	0.7319171	0.5132939	0.5230240	0.5490787	0.4368412	0.5274519	0.0286290	0.0001152
0.0704711	0.6309623	0.7163773	0.0024244	0.6781673	0.0992147	0.3643130	0.6373389	0.6102441	0.6295902	0.0113663	0.2148132	0.7384044	0.6683057	0.5843234	0.7769014	0.3759666	0.7012801	0.0000000	0.7648319	0.0540011	0.6593208	0.1012313	0.0000716	0.3557609	0.4197604	0.0406319	0.5142822	0.4310548	0.0341991	0.5092718	0.4897302	0.6475636	0.2168093	0.4751598	0.0999510	0.0728897	0.0781336	0.5663495	0.6834597	0.6365682	0.0002071	0.0000000	0.2970399	0.1686182	0.2572176	0.3890876	0.4646958	0.2961278	0.1630198	0.5318640	0.5524954	0.3387945	0.3540774	0.0292169	0.5724272	0.0375756	0.3301772	0.4360266	0.7355051	0.1018616	0.1640652	0.6728461	0.0009695	0.4723694	0.5013691	0.5264731	0.0049035	0.0535612	0.0337977	0.7794674	0.7790610	0.6465099	0.1311174	0.0861048	0.4869812	0.6644176	0.5032599	0.7366661	0.6736696	0.6546418	0.2550893	0.4985132	0.0945051	0.4462899	0.5675479	0.1801779	0.0267606	0.5023354	0.2305866	0.1745464	0.7189783	0.3516098	0.5709455	0.4712957	0.7206587	0.0000000	0.3154039	0.5909477	0.6924689
0.0000017	0.6180056	0.1271168	0.0030257	0.4492450	0.0254808	0.5517076	0.0005006	0.6033858	0.5875434	0.0015107	0.4333076	0.5661330	0.2610190	0.6170980	0.4072127	0.0947870	0.6481806	0.0276880	0.1790545	0.5353946	0.3946711	0.0007920	0.6560305	0.0464997	0.4989507	0.4051331	0.7022739	0.4999334	0.1393984	0.5355060	0.2678581	0.5802292	0.4699699	0.4602963	0.1217188	0.2938362	0.0497002	0.2327146	0.2670151	0.5365766	0.7452794	0.0198026	0.0689374	0.0051292	0.6574271	0.2978274	0.7305018	0.0010806	0.0045477	0.4031006	0.6746235	0.7797856	0.6528818	0.7610351	0.5650703	0.0020208	0.8018583	0.0219998	0.2547647	0.5263263	0.2419297	0.7253921	0.2255015	0.7326257	0.0000000	0.3447647	0.0107421	0.0000000	0.0001144	0.0000172	0.2847554	0.1422912	0.4585735	0.4867597	0.2135646	0.1205622	0.2216288	0.7456656	0.3065252	0.3084851	0.0185114	0.6578448	0.0000000	0.4925613	0.6083415	0.5871076	0.0301316	0.1717169	0.1146601	0.4131124	0.5737612	0.7036094	0.2497187	0.5131352	0.4980259	0.1663257	0.7933727	0.0474075	0.0001776
